Assemblage_Name	0-2-4360080	1-1-2	0-4-3739351	1-0-2	0-3173631-1	0-8551659-4360080	0-4-4589138	0-4-1	1-1-9541115	2630449-0-2	0-4942346-6840226	1-9068876-2	1-8457979-2	0-0-1196126	0-4-1104629	0-0-4795537	0-0-5349722	4516470-0-1	0-0-1	0-2-9425136	0-2-2	0-2086272-4360080	3682743-0-1	9681466-1-9541115	0-4-6840226	0-2-2517996	9336031-0-1	3-4-2	0-9600061-4360080	4-7310046-4	2033187-7310046-4	0-2-3823289
assemblage-731-315	146	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	260	0	0	0	0	0	25	11	0	0	0	38	0	9
assemblage-935-118	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	85	0	0	0	0	189	0	3
assemblage-567-217	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	78	0	0	0	17	43	0	6
assemblage-918-961	128	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	28	0	0	0	0	174	0	1
assemblage-929-942	145	24	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	11	0	73	0	0	99	0	4
assemblage-287-849	156	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	30	0	17	0	0	0	0	0	0	4
assemblage-271-845	135	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	22	0	0	0	0	23	0	1
assemblage-131-138	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	13	22	0	0	0	0	35	0	12
assemblage-954-840	41	28	0	20	0	0	0	0	0	0	0	2	0	0	0	0	0	0	288	0	0	0	0	0	46	0	0	0	0	74	0	1
assemblage-572-224	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	92	0	8	0	0	166	0	3
assemblage-855-815	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	29	0	13	0	0	0	0	0	0	12
assemblage-905-827	48	49	0	37	0	0	0	0	108	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	200	0	6
assemblage-486-677	326	8	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	3
assemblage-926-782	24	95	0	128	0	0	0	0	0	0	0	45	0	0	0	0	0	0	113	0	0	0	0	0	78	0	0	0	0	0	0	17
assemblage-912-785	127	113	0	21	0	0	0	0	0	0	0	18	0	0	0	0	0	0	190	0	0	0	0	0	7	0	0	0	0	18	0	6
assemblage-920-952	61	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	16	0	0	0	29	8	0	22	0	0	67	0	1
assemblage-262-234	67	27	0	0	0	0	0	0	23	0	0	0	0	0	3	0	0	0	104	0	0	0	0	72	148	0	0	0	0	55	0	1
assemblage-779-935	20	90	0	11	0	0	0	0	35	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	36	0	9
assemblage-661-958	17	166	0	16	0	0	0	0	47	0	0	0	0	0	0	0	0	0	106	0	0	0	0	7	70	0	0	0	0	64	0	7
assemblage-905-835	20	106	0	10	0	0	0	0	22	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	23	0	12
assemblage-243-239	44	63	0	49	0	0	0	0	118	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	190	0	4
assemblage-628-437	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	31	0	13	0	0	0	0	0	0	16
assemblage-615-421	134	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	29	0	11	0	0	0	0	0	0	2
assemblage-844-496	0	281	0	153	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	28	0	3
assemblage-661-956	208	11	0	61	0	0	0	0	0	0	0	0	0	0	0	0	8	0	156	0	0	0	0	0	13	0	0	0	0	27	0	16
assemblage-939-810	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	54	0	6	0	0	253	0	2
assemblage-928-765	51	31	0	24	0	0	0	0	0	0	0	4	0	0	0	0	0	0	259	0	0	0	0	0	38	0	0	0	0	89	0	4
assemblage-928-796	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	38	0	30	0	0	96	0	3
assemblage-768-990	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	44	0	0	0	0	148	0	10
assemblage-877-553	127	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	60	0	0	0	0	72	0	2
assemblage-255-927	108	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	84	0	0	0	0	68	0	3
assemblage-746-583	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	28	0	35	0	0	121	0	7
assemblage-507-779	152	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	21	0	13	0	0	0	0	0	0	7
assemblage-199-466	181	19	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	12	0	0	0	16	0	0	0	0	0	0	5
assemblage-204-396	17	31	0	0	0	0	0	0	160	0	0	0	0	0	0	0	3	0	141	0	0	0	0	0	106	0	0	0	0	37	0	5
assemblage-94-494	111	13	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	84	0	0	0	0	76	0	0
assemblage-488-381	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	26	0	4	0	0	190	5	5
assemblage-887-564	123	122	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	17	0	3
assemblage-502-373	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	38	0	23	0	0	109	0	10
assemblage-928-943	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	72	0	38	0	0	51	0	7
assemblage-984-775	209	7	0	65	0	0	0	0	0	0	0	0	0	0	0	0	10	0	165	0	0	0	0	0	13	0	0	0	0	27	0	4
assemblage-896-831	65	43	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	82	0	0	0	0	66	142	0	0	0	0	52	0	7
assemblage-866-568	87	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	117	0	0	0	0	140	0	4
assemblage-190-406	162	21	0	18	0	0	0	0	0	0	0	0	0	0	0	0	6	0	178	0	0	0	0	0	98	0	0	0	0	10	0	7
assemblage-527-780	114	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	21	0	0	0	0	40	0	0
assemblage-936-773	33	93	0	143	0	0	0	0	0	0	0	45	0	0	0	0	0	0	119	0	0	0	0	0	60	0	0	0	0	0	0	7
assemblage-627-775	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	30	0	0	0	0	124	0	10
assemblage-602-776	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	43	0	0	0	0	159	0	3
assemblage-116-151	162	17	0	0	0	0	0	0	10	0	0	0	68	0	0	0	0	0	140	0	0	0	0	10	0	0	0	0	0	81	0	12
assemblage-97-795	183	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	75	0	0	0	0	95	0	15
assemblage-944-801	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	12	0	6	0	0	192	6	2
assemblage-745-591	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	133	0	0	0	0	0	45	0	26	0	0	95	0	0
assemblage-541-768	179	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	8	0	0	0	0	53	0	9
assemblage-1000-776	15	23	0	6	0	0	0	0	172	0	0	0	0	0	0	0	4	0	157	0	0	0	0	0	80	0	0	0	0	41	0	2
assemblage-956-899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	122	0	0	69	0	0	0	5
assemblage-504-675	349	4	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0
assemblage-983-757	28	167	0	13	0	0	0	0	48	0	0	0	0	0	0	0	0	0	105	0	0	0	0	7	63	0	0	0	0	61	0	8
assemblage-974-919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	130	0	0	75	0	0	0	2
assemblage-774-931	131	66	0	8	0	0	0	0	57	0	0	0	0	0	0	0	0	0	107	0	0	0	0	36	61	0	0	0	0	33	0	1
assemblage-125-165	193	18	0	0	0	0	0	0	16	0	0	0	52	0	0	0	0	0	134	0	0	0	0	11	0	0	0	0	0	74	0	2
assemblage-497-361	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	40	0	25	0	0	99	0	11
assemblage-266-940	0	8	0	66	0	0	0	0	15	0	0	14	0	0	0	0	8	0	291	0	0	0	0	0	45	0	0	0	0	52	0	1
assemblage-103-772	124	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	259	0	0	0	0	0	24	15	0	0	0	45	0	12
assemblage-245-235	63	65	0	46	0	0	0	0	105	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	173	0	1
assemblage-419-440	0	0	0	0	0	0	22	20	0	0	0	0	0	0	0	0	0	9	377	0	0	0	0	0	54	0	0	18	0	0	0	0
assemblage-106-789	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	91	0	0	0	17	41	0	10
assemblage-393-805	155	21	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	8	0	0	0	15	0	0	0	0	0	0	9
assemblage-752-974	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	91	0	32	0	0	64	0	9
assemblage-922-961	129	31	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	18	0	66	0	0	112	0	6
assemblage-393-803	32	93	0	147	0	0	0	0	0	0	0	41	0	0	0	0	0	0	122	0	0	0	0	0	55	0	0	0	0	0	0	10
assemblage-739-314	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	84	0	0	0	0	147	0	8
assemblage-497-349	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	22	0	11	0	0	203	11	4
assemblage-248-931	0	14	0	54	0	0	0	0	15	0	0	7	0	0	0	0	7	0	312	0	0	0	0	0	37	0	0	0	0	51	0	3
assemblage-969-107	98	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	80	0	0	0	0	162	0	6
assemblage-711-781	179	10	0	0	0	0	0	0	18	0	0	0	65	0	0	0	0	0	141	0	0	0	0	10	0	0	0	0	0	70	0	7
assemblage-521-793	166	0	0	0	0	192	0	0	0	0	5	0	0	0	0	0	0	0	61	0	0	0	0	0	15	0	0	0	0	58	0	3
assemblage-968-117	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	84	0	9	0	0	165	0	1
assemblage-866-658	0	8	0	54	0	0	0	0	14	0	0	13	0	0	0	0	9	0	293	0	0	0	0	0	49	0	0	0	0	55	0	5
assemblage-114-780	100	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	71	0	0	0	0	162	0	6
assemblage-874-653	144	112	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	12	0	3
assemblage-771-946	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	35	0	0	0	0	177	0	9
assemblage-905-929	1	86	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	95	0	0	0	0	89	37	0	0	0	0	159	0	4
assemblage-843-512	0	277	0	138	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	33	0	13
assemblage-942-784	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	20	0	8	0	0	187	14	1
assemblage-135-471	103	8	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	69	0	0	0	0	82	0	4
assemblage-765-587	218	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	22	0	13	0	0	129	0	0
assemblage-902-934	0	92	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	112	0	0	0	0	76	22	0	0	0	0	156	0	11
assemblage-746-290	116	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	308	0	0	0	0	0	21	8	7	0	0	27	0	2
assemblage-862-661	99	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	74	0	0	0	0	79	0	5
assemblage-186-430	223	13	0	61	0	0	0	0	0	0	0	0	0	0	0	0	19	0	140	0	0	0	0	0	10	0	0	0	0	23	0	11
assemblage-959-848	19	78	0	152	0	0	0	0	0	0	0	42	0	0	0	0	0	0	136	0	5	0	0	0	60	0	0	0	0	0	0	8
assemblage-122-489	93	27	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	156	0	0	0	0	121	0	3
assemblage-522-758	54	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	16	0	0	0	27	131	0	8
assemblage-923-961	118	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	13	34	0	36	0	0	85	0	8
assemblage-176-91	239	7	0	51	0	0	0	0	0	0	0	0	0	0	0	0	13	0	146	0	0	0	0	0	11	0	0	0	0	21	0	12
assemblage-200-472	79	64	0	50	0	0	0	0	0	0	0	21	0	0	0	0	0	0	207	0	0	0	0	0	43	0	0	0	0	28	0	8
assemblage-953-864	42	22	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	44	0	0	0	0	65	0	9
assemblage-492-215	149	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	128	0	0	0	0	26	0	4
assemblage-706-788	6	77	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	122	0	0	0	0	78	36	0	0	0	0	145	0	7
assemblage-177-111	26	149	0	29	0	0	0	0	51	0	0	0	0	0	0	0	0	0	66	0	0	0	0	4	77	0	0	0	0	93	0	5
assemblage-172-461	131	22	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	14	0	0	0	29	0	0	0	0	0	0	10
assemblage-203-418	143	14	0	32	0	0	0	0	0	0	0	0	0	0	0	0	11	0	167	0	0	0	0	0	104	0	0	0	0	19	0	10
assemblage-174-110	164	16	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	97	0	0	0	0	19	0	11
assemblage-522-210	161	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	143	0	0	0	0	13	0	6
assemblage-297-854	139	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	25	0	0	0	0	23	0	4
assemblage-492-366	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	16	0	8	0	0	175	8	7
assemblage-962-848	106	104	0	16	0	0	0	0	0	0	0	11	0	0	0	0	0	0	224	0	0	0	0	0	19	0	0	0	0	14	0	6
assemblage-806-153	70	57	0	10	0	0	0	0	68	0	0	0	0	0	0	0	0	0	119	0	0	0	0	29	65	0	0	0	0	79	0	3
assemblage-282-940	113	127	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	9	0	3
assemblage-847-825	107	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	23	0	0	0	0	31	0	1
assemblage-582-219	115	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	68	0	0	0	0	151	0	3
assemblage-163-101	8	22	0	0	0	0	0	0	157	0	0	0	0	0	0	0	11	0	176	0	0	0	0	0	93	0	0	0	0	30	0	3
assemblage-856-509	0	264	0	148	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	35	0	16
assemblage-877-571	160	116	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	12	0	5
assemblage-856-504	0	285	0	133	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	28	0	7
assemblage-776-962	44	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	18	0	0	0	30	0	0	20	0	0	63	0	11
assemblage-859-100	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	86	0	38	0	0	64	0	5
assemblage-118-500	100	19	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	131	0	0	0	0	131	0	3
assemblage-964-125	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	101	0	8	0	0	146	0	3
assemblage-870-655	109	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	75	0	0	0	0	79	0	3
assemblage-777-950	43	54	0	45	0	0	0	0	101	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	203	0	5
assemblage-99-491	109	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	109	0	0	0	0	131	0	8
assemblage-664-969	170	20	0	14	0	0	0	0	0	0	0	0	0	0	0	0	10	0	158	0	0	0	0	0	106	0	0	0	0	16	0	6
assemblage-131-161	149	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	6	134	0	0	0	0	21	0	4
assemblage-937-796	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	61	0	11	0	0	235	0	3
assemblage-894-922	175	13	0	0	0	0	0	0	14	0	0	0	45	0	0	0	0	0	158	0	0	0	0	20	6	0	0	0	0	68	0	1
assemblage-201-413	135	13	0	29	0	0	0	0	0	5	0	0	0	0	0	0	9	0	190	0	0	0	0	0	95	0	0	0	0	12	0	12
assemblage-711-782	11	88	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	119	0	0	0	0	76	23	0	0	0	0	143	0	0
assemblage-766-990	58	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	9	0	0	0	37	0	0	15	0	0	73	0	4
assemblage-201-414	33	163	0	21	0	0	0	0	47	0	0	0	0	0	0	0	0	0	77	0	0	0	0	12	77	0	0	0	0	66	0	4
assemblage-494-231	190	12	0	0	0	0	0	0	10	0	0	0	43	0	0	0	0	0	153	0	0	0	0	11	0	0	0	0	0	72	0	9
assemblage-948-371	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	8	63	0	12	0	0	215	0	0
assemblage-515-363	196	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	24	0	20	0	0	118	0	2
assemblage-699-763	5	103	0	8	0	0	0	0	27	0	0	0	0	0	0	0	0	0	114	0	0	0	0	69	41	0	0	0	0	132	0	1
assemblage-658-957	10	25	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	104	0	0	0	0	44	0	9
assemblage-390-801	143	76	0	27	0	0	0	0	0	0	0	17	0	0	0	0	0	0	204	0	0	0	0	0	10	0	0	0	0	19	0	4
