Assemblage_Name	4405633-2-4	4131276-2-4	4-8676408-3	7046423-2-4	4-2625646-0	2-2-1	3-2-7319622	790607-2-4060728	2695775-5235014-4	3-3-3	4-0-512147	4-0-3	3-2-4	4-1-1	2695775-2-4	3-1502693-4	3-2-4060728	0-2-1	2695775-2-9126091
assemblage-806-153	0	0	0	31	0	0	0	0	0	0	0	102	0	11	170	0	176	0	10
assemblage-282-940	0	0	0	0	29	25	0	0	0	136	0	298	0	6	0	0	0	0	6
assemblage-847-825	0	0	0	0	0	0	0	0	0	0	0	426	0	0	36	0	37	0	1
assemblage-582-219	0	0	0	0	0	0	0	0	0	0	0	254	0	0	120	0	126	0	0
assemblage-163-101	0	0	0	31	0	0	0	0	0	15	6	115	0	45	276	0	10	0	2
assemblage-856-509	0	0	0	0	13	0	14	0	0	13	0	0	295	0	72	53	40	0	0
assemblage-877-571	0	0	0	0	26	32	0	0	0	133	0	301	0	0	0	0	0	0	8
assemblage-856-504	0	0	0	0	17	0	15	0	0	16	0	0	265	0	65	85	37	0	0
assemblage-776-962	0	0	0	29	0	0	0	0	0	0	0	217	0	0	101	0	149	0	4
assemblage-859-100	0	0	0	7	0	0	0	55	0	0	0	75	0	0	20	0	342	0	1
assemblage-118-500	0	0	0	0	0	4	0	0	0	34	0	157	0	118	130	0	54	0	3
assemblage-964-125	0	0	0	0	0	0	0	0	0	0	0	141	0	0	149	0	208	0	2
assemblage-870-655	0	0	0	0	0	0	0	0	0	84	0	249	0	38	126	0	0	0	3
assemblage-777-950	0	0	0	111	0	0	0	0	0	0	9	126	0	7	171	0	67	0	9
assemblage-99-491	0	0	0	0	0	4	0	0	0	41	0	143	0	114	126	0	69	0	3
assemblage-664-969	0	0	0	0	0	12	0	0	0	0	0	136	0	52	74	0	221	0	5
assemblage-131-161	0	0	0	0	0	0	0	0	0	0	0	11	0	0	173	0	311	0	5
assemblage-937-796	0	0	0	0	0	0	0	29	0	0	0	237	0	0	57	0	173	0	4
assemblage-894-922	0	0	0	25	0	0	0	0	0	0	0	36	0	0	86	0	352	0	1
assemblage-201-413	0	0	0	0	0	0	0	0	0	0	0	128	0	44	73	0	251	0	4
assemblage-711-782	0	0	0	62	0	0	0	0	0	0	0	184	0	4	158	0	92	0	0
assemblage-766-990	0	0	0	22	0	0	0	0	0	0	0	220	0	0	124	0	130	0	4
assemblage-201-414	0	0	0	0	0	0	0	0	0	9	0	150	0	62	136	0	143	0	0
assemblage-494-231	0	0	0	21	0	0	0	0	0	0	0	50	0	0	87	0	340	0	2
assemblage-948-371	0	0	0	0	0	0	0	37	0	0	0	210	0	0	61	0	190	0	2
assemblage-515-363	0	0	0	0	0	0	0	7	0	0	0	245	0	0	98	0	149	0	1
assemblage-699-763	0	0	0	61	0	0	0	0	0	0	0	168	0	9	154	0	107	0	1
assemblage-658-957	0	0	0	44	0	0	0	0	0	6	9	120	0	55	254	0	8	0	4
assemblage-390-801	0	0	0	0	83	30	0	0	0	178	0	79	5	2	58	0	59	0	6
