Assemblage_Name	0-7474780-0	6210373-4-1	6210373-4-3373482	1-0-2	1-0-3	0-963902-8548980	0-0-441753	0-9735383-0	2847496-0-0	9511751-0-2	0-0-5228036	0-6757879-0	5144795-963902-0	9577881-0-0	2-4937430-4	2-5841884-4	0-0-0	0-0-8060508	0-3292237-0	0-963902-0	0-9030790-0	5001439-0-0	2692402-4-1	3464050-0-2	0-0-7584927	5376415-1-0	0-9030790-6398381	0-4283587-0	4055477-0-0	0-690976-0	486764-1-4	0-1387586-0	2104825-4-1	1-0-4524694	2-7898848-0	2-1-0	2-1-4	2-1-8134501	7878824-0-0	0-0-5108998	6472020-0-0	7500925-963902-0	0-0-9155012
assemblage-881-672	0	0	0	131	0	0	0	55	0	0	0	0	0	0	0	0	14	0	0	157	0	0	42	6	0	0	0	0	0	0	0	0	0	0	6	27	57	0	0	0	0	0	5
assemblage-573-213	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	1
assemblage-637-432	0	25	0	0	0	0	90	0	0	0	0	0	0	0	0	0	209	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	7
assemblage-698-780	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	7
assemblage-863-648	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	154	47	0	0	0	0	0	6
assemblage-871-116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	11
assemblage-239-219	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	47	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	40	0	0	0	0	0	0	3
assemblage-124-179	0	13	0	35	0	0	0	12	0	0	0	0	0	0	0	0	293	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	2
assemblage-961-129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	5
assemblage-867-659	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	4	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	159	12	0	0	0	0	0	2
assemblage-908-762	16	0	0	94	0	0	0	0	0	0	0	5	0	0	0	0	99	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	62	96	0	0	0	0	0	2
assemblage-781-955	0	0	0	44	0	0	0	28	0	0	0	0	7	0	0	0	95	0	17	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	4
assemblage-94-496	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	65	120	0	0	0	0	0	3
assemblage-816-142	0	7	0	42	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	18	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	130	9	0	0	0	0	0	6
assemblage-818-149	0	26	0	66	0	0	0	93	0	0	0	0	0	0	0	0	102	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	10
assemblage-963-905	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-844-834	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	7
assemblage-603-766	0	35	0	45	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	4
assemblage-672-954	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	209	8	0	0	0	0	0	3
assemblage-104-483	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	70	124	0	0	0	0	0	1
assemblage-289-864	0	17	0	0	0	0	2	0	0	0	0	0	0	0	0	0	338	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	7
assemblage-269-930	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	111	47	0	0	0	0	0	16
assemblage-176-112	0	0	0	87	0	0	0	46	0	0	0	0	0	0	0	0	57	0	26	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	31	0	0	0	0	0	3
assemblage-440-414	24	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	431	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-570-232	0	80	0	0	0	0	8	0	0	0	0	0	0	0	0	0	341	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	1
assemblage-969-101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	4
assemblage-632-438	0	55	0	0	0	0	131	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	11
assemblage-754-596	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	5
assemblage-753-307	0	79	0	0	0	0	8	0	0	0	0	0	0	0	0	0	365	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0
assemblage-108-487	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	7	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	160	21	0	0	0	0	0	3
assemblage-843-805	0	53	0	0	0	0	131	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	6
assemblage-205-456	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	399	17	0	0	0	0	0	13
assemblage-719-315	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	4
assemblage-864-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	6
assemblage-124-770	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	5
assemblage-180-470	12	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	89	0	0	70	0	0	0	0	0	0	0	0	0	5	0	0	44	137	0	0	18	0	0	2
assemblage-530-360	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	4
assemblage-855-123	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	5
assemblage-924-941	0	44	0	43	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	2
assemblage-89-798	0	64	0	0	0	0	9	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	2
assemblage-408-809	6	0	0	106	0	0	0	0	0	0	0	9	0	0	0	0	100	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	49	99	0	0	0	0	0	3
assemblage-860-563	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	54	122	0	0	0	0	0	5
assemblage-968-844	10	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	90	0	0	69	0	0	0	0	0	0	0	0	0	6	0	0	24	128	0	0	6	0	0	3
assemblage-927-390	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	171	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	8
assemblage-419-432	37	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	419	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-937-805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	62	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	4	0	5
assemblage-141-138	0	0	0	58	0	0	0	1	0	0	0	0	0	0	0	0	387	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1
assemblage-777-970	0	0	0	28	0	0	0	0	3	0	0	0	0	0	0	0	106	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	9
assemblage-767-570	0	8	0	17	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
assemblage-428-423	27	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	429	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-604-759	0	38	0	36	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	4
assemblage-687-960	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	6	0	0	0	0	0	11
assemblage-181-106	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	74	0	0	0	0	0	3
assemblage-698-797	0	0	0	44	0	0	0	5	0	0	0	0	0	0	0	0	371	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	6
assemblage-906-831	0	12	0	66	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	138	11	0	0	0	0	0	9
assemblage-454-431	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	16	0	0	0	0	0	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-262-925	0	0	0	118	0	0	0	35	0	0	0	0	0	0	0	0	14	0	0	165	0	0	50	0	0	0	0	0	0	0	0	0	0	0	8	23	78	0	0	6	0	0	3
assemblage-848-504	0	0	0	0	26	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	449	0	0	0	0	0	6
assemblage-831-161	0	17	0	37	0	0	0	100	0	0	0	0	0	0	0	0	102	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	3
assemblage-899-926	0	0	0	45	0	0	0	7	0	0	0	0	0	0	0	0	333	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	7
assemblage-756-597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	52	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	9	0	3
assemblage-971-933	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-902-848	0	0	0	53	0	0	0	9	0	0	0	0	0	0	0	0	105	0	16	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	7
assemblage-897-916	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	4
assemblage-249-243	0	27	0	57	0	0	0	86	0	0	0	0	0	0	0	0	127	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	5
assemblage-572-227	0	3	0	0	0	0	139	0	0	0	0	0	0	0	0	0	267	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	2
assemblage-297-850	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	3
assemblage-280-849	0	64	0	0	0	0	131	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	9
assemblage-373-790	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	382	18	11	0	0	0	0	12
assemblage-292-849	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	1
assemblage-963-933	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-130-147	0	0	0	56	0	0	0	6	0	0	0	0	0	0	0	0	389	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	4
assemblage-990-752	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	66	0	0	0	0	0	3
assemblage-585-782	0	48	0	31	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
assemblage-505-367	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	153	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	1
assemblage-828-162	0	34	0	54	0	0	0	108	0	0	0	0	0	0	0	0	101	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	6
assemblage-116-774	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	6
assemblage-612-439	0	27	0	0	0	0	80	0	0	0	0	0	0	0	0	0	227	0	0	52	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	109	0	0	0	0	0	0	3
assemblage-986-762	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	12	0	0	0	0	0	6
assemblage-842-827	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	12
assemblage-727-310	0	68	0	0	0	0	6	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	6
assemblage-869-510	0	0	0	0	39	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	432	0	0	0	0	0	5
assemblage-747-973	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	3
assemblage-958-854	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	15	397	7	0	0	0	0	0	5
assemblage-951-364	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	21	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	25	0	0	0	0	0	0	2
assemblage-874-113	0	36	0	34	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
assemblage-493-666	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	14	0	0	0	0	0	5
assemblage-618-424	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	3
assemblage-274-943	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	147	28	0	0	0	0	0	2
assemblage-532-222	0	0	0	48	0	0	0	4	0	0	0	0	0	0	0	0	379	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
assemblage-946-393	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	19	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	19	0	0	0	0	6	0	3
assemblage-523-779	0	28	0	0	0	0	159	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	13
assemblage-931-759	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	3	0	41	197	0	0	0	0	0	6
assemblage-983-911	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-495-669	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	21	0	0	0	0	0	2
assemblage-491-652	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	17	0	0	0	0	0	5
assemblage-667-963	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	6	0	0	0	0	0	5
assemblage-134-140	0	0	0	59	0	0	0	18	0	0	0	0	0	0	0	0	275	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0
assemblage-283-928	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	147	20	0	0	0	0	0	3
assemblage-831-823	0	57	0	0	0	0	133	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	9
assemblage-902-948	0	60	0	13	0	0	0	12	0	0	0	0	0	0	0	0	234	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	3
assemblage-538-778	0	28	0	0	0	0	113	0	0	0	0	0	0	0	0	0	199	0	0	53	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	100	0	0	0	0	0	0	4
assemblage-964-845	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	13	0	44	206	0	0	0	0	0	4
assemblage-763-598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	58	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	20	0	8
assemblage-601-779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	3
assemblage-254-259	0	19	0	40	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	142	4	0	0	0	0	0	11
assemblage-901-846	0	19	0	60	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	165	6	0	0	0	0	0	2
assemblage-494-668	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	14	0	0	0	0	0	3
assemblage-595-777	0	35	0	18	0	0	0	18	0	0	0	0	0	0	0	0	266	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	4
assemblage-436-415	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	33	0	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-945-378	0	19	0	0	0	0	6	0	0	0	0	0	0	0	0	0	294	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	19
assemblage-771-953	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	46	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	25	0	0	0	0	0	0	3
assemblage-760-951	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	228	0	6	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	11
assemblage-428-409	40	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	429	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-955-925	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-496-654	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	17	0	0	0	0	0	0
assemblage-978-756	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	96	0	0	0	0	0	3
