Assemblage_Name	0-7474780-0	6210373-4-1	6210373-4-3373482	1-0-2	1-0-3	0-963902-8548980	0-0-441753	0-9735383-0	2847496-0-0	9511751-0-2	0-0-5228036	0-6757879-0	5144795-963902-0	9577881-0-0	2-4937430-4	2-5841884-4	0-0-0	0-0-8060508	0-3292237-0	0-963902-0	0-9030790-0	5001439-0-0	2692402-4-1	3464050-0-2	0-0-7584927	5376415-1-0	0-9030790-6398381	0-4283587-0	4055477-0-0	0-690976-0	486764-1-4	0-1387586-0	2104825-4-1	1-0-4524694	2-7898848-0	2-1-0	2-1-4	2-1-8134501	7878824-0-0	0-0-5108998	6472020-0-0	7500925-963902-0	0-0-9155012
assemblage-177-111	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	193	8	0	0	0	0	0	7
assemblage-172-461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	422	9	0	0	0	0	0	12
assemblage-203-418	0	39	0	170	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	38	56	0	0	0	0	0	8
assemblage-174-110	0	23	0	142	0	0	0	8	0	0	0	0	0	0	0	0	93	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	48	55	0	0	0	0	0	5
assemblage-522-210	0	0	0	50	0	0	0	10	0	0	0	0	0	0	0	0	298	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	2
assemblage-297-854	0	24	0	0	0	0	84	0	0	0	0	0	0	0	0	0	218	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	8
assemblage-492-366	0	6	0	12	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	7
assemblage-962-848	4	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	96	0	0	89	0	0	0	0	0	0	0	0	0	6	0	0	18	142	0	0	10	0	0	0
assemblage-806-153	0	10	0	80	0	0	0	31	0	0	0	0	0	0	0	0	177	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	18
assemblage-282-940	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	115	68	0	0	0	0	0	19
assemblage-847-825	0	24	0	0	0	0	97	0	0	0	0	0	0	0	0	0	208	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	1
assemblage-582-219	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	282	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	6
assemblage-163-101	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	77	0	0	0	0	0	5
assemblage-856-509	0	0	0	0	20	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	12	451	0	0	0	0	0	1
assemblage-877-571	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	118	44	0	0	0	0	0	12
assemblage-856-504	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	454	0	0	0	0	0	10
assemblage-776-962	0	47	0	28	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1
assemblage-859-100	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0
assemblage-118-500	0	0	0	176	0	0	0	0	0	7	0	0	0	0	0	0	56	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	143	24	0	0	0	0	0	0
assemblage-964-125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	3
assemblage-870-655	0	0	0	118	0	0	0	37	0	0	0	0	0	0	0	0	13	0	0	183	0	0	29	6	0	0	0	0	0	0	0	0	0	0	0	51	56	0	0	0	0	0	7
assemblage-777-950	0	0	0	35	0	0	0	39	0	0	0	0	0	0	0	0	76	0	16	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	8
assemblage-99-491	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	137	27	0	0	0	0	0	8
assemblage-664-969	0	31	0	133	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	49	64	0	0	0	0	0	18
assemblage-131-161	0	0	0	73	0	0	0	13	0	0	0	0	0	0	0	0	270	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	1
assemblage-937-796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	57	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	8
assemblage-894-922	0	32	0	35	0	0	0	32	0	0	0	0	0	0	0	0	175	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	1
assemblage-201-413	0	18	0	152	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	6	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	54	48	0	0	0	0	0	6
assemblage-711-782	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	6
assemblage-766-990	0	48	0	32	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1
assemblage-201-414	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	212	4	0	0	0	0	0	6
assemblage-494-231	0	49	0	18	0	0	0	22	0	0	0	0	0	0	0	0	169	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	4
assemblage-948-371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	42	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	7	0	6
assemblage-515-363	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	10	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	20	0	0	0	0	5	0	3
assemblage-699-763	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	9
assemblage-658-957	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	68	0	0	0	0	0	4
assemblage-390-801	16	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	78	0	0	91	0	0	0	0	0	0	0	0	0	2	0	0	25	124	0	0	18	0	0	0
