Assemblage_Name	4-1-8656703	2-2-7659709	2-2-7865086	4-7059787-2	3135594-1-3875345	2897425-5697861-4	4-1-4	4-1-1	270493-1-4	4-1-460921	4-1-3875345	6066746-2-3	611805-4-2	5974816-1-3875345	4-1-4169994	4-7059787-6167779	6256896-4-2	2-2-3	4-1-5748953	4-1-5669555	8443647-2-3	2-3146224-3	2-2-2090811	8189879-2-3	2-4-0	3058276-1-3875345	2-0-2	2-0-0	2897425-9148931-4	2897425-1-4	4-4-2	4-8814754-3875345	1607288-0-0	2897425-1-22610	2-2-3154781	228634-2-3	6639550-1-3875345	2-0-3258342
assemblage-857-558	0	0	0	0	0	0	76	0	0	0	61	0	0	0	0	0	0	88	0	0	0	0	6	0	0	0	0	35	0	81	147	0	0	0	0	0	0	6
assemblage-510-208	0	0	0	0	0	0	19	0	0	0	309	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	20	50	0	0	0	33	0	0	3
assemblage-617-440	0	0	0	0	20	0	0	0	0	0	217	0	0	0	0	33	0	111	0	0	23	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	16
assemblage-881-672	0	0	0	0	0	0	75	0	0	0	29	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	60	0	164	159	0	0	0	0	0	0	3
assemblage-573-213	0	0	0	0	121	0	0	0	0	10	156	0	0	0	0	0	0	118	0	0	12	0	0	0	0	0	0	0	0	64	15	0	0	0	0	0	0	4
assemblage-637-432	0	0	0	0	0	0	0	0	0	0	127	0	0	23	0	90	0	156	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	20
assemblage-698-780	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	74	150	0	0	0	0	0	0	7
assemblage-863-648	0	13	0	0	0	0	84	0	0	0	8	0	0	0	0	0	0	197	0	0	0	0	30	0	0	0	0	8	0	110	49	0	0	0	0	0	0	1
assemblage-871-116	0	0	0	0	0	0	9	0	0	37	124	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	249	17	0	0	0	0	0	0	9
assemblage-239-219	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	8
assemblage-124-179	0	0	0	0	0	0	18	0	0	6	101	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	104	89	0	0	0	10	0	0	13
assemblage-961-129	0	0	0	0	25	0	0	0	0	4	101	0	0	0	0	0	0	321	0	0	0	0	0	0	0	10	0	0	0	31	0	0	0	0	0	0	0	8
assemblage-867-659	0	0	0	0	0	0	33	0	0	0	150	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	28	0	14	248	0	0	0	0	0	0	1
assemblage-908-762	0	0	0	0	0	0	79	0	0	0	57	0	0	0	0	0	9	35	0	0	0	0	0	0	0	0	0	35	0	79	188	0	0	0	0	0	0	18
assemblage-781-955	0	0	0	0	0	0	11	0	0	0	18	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	82	151	0	0	11	0	0	0	0
assemblage-94-496	0	0	0	0	0	0	124	0	0	0	84	0	0	0	0	0	0	84	0	12	0	0	0	0	0	0	0	0	0	76	115	0	0	0	0	0	0	5
assemblage-816-142	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	68	216	0	0	0	0	0	0	4
assemblage-818-149	0	0	0	0	0	0	47	0	0	0	116	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	9
assemblage-963-905	0	0	0	0	0	0	88	22	0	0	49	0	0	0	0	0	0	6	35	0	0	0	0	0	9	0	0	0	0	290	0	0	0	0	0	0	0	1
assemblage-844-834	3	0	0	0	31	0	0	0	0	0	201	0	0	0	0	27	0	176	0	0	42	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	10	0
assemblage-603-766	0	0	0	0	0	0	0	0	0	19	11	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	204	111	0	0	0	0	0	0	1
assemblage-672-954	0	0	0	0	0	0	14	0	0	0	38	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	17	245	0	0	0	0	0	0	3
assemblage-104-483	0	0	0	0	0	0	118	0	0	0	80	0	0	0	0	0	0	95	0	11	0	0	0	0	0	0	0	0	0	65	125	0	0	0	0	0	0	6
assemblage-289-864	6	0	0	0	25	0	0	0	0	0	195	0	0	0	0	31	0	170	0	0	45	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	14	4
assemblage-269-930	0	14	0	0	0	0	65	0	0	0	5	0	0	0	0	0	0	205	0	0	0	0	28	0	0	0	0	7	0	122	53	0	0	0	0	0	0	1
assemblage-176-112	0	0	0	0	0	0	63	0	0	0	72	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	22	0	18	167	0	0	0	0	0	0	7
assemblage-440-414	0	0	0	0	0	0	115	0	0	0	13	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	8	0	13
assemblage-570-232	0	0	0	0	0	0	0	0	0	26	112	0	0	0	0	67	0	147	0	0	0	0	0	0	0	0	0	0	0	127	14	0	0	0	0	0	0	7
assemblage-969-101	0	0	0	0	17	0	0	0	0	16	95	0	0	0	0	0	0	325	0	0	0	0	0	0	0	15	0	0	0	32	0	0	0	0	0	0	0	0
assemblage-632-438	0	0	0	0	31	0	0	0	0	0	192	0	0	0	0	11	0	136	0	0	37	0	0	0	0	0	0	0	0	82	0	6	0	0	0	0	0	5
assemblage-754-596	0	0	0	0	0	0	0	0	0	37	72	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	124	5	0	0	0	0	0	0	0
assemblage-753-307	0	0	0	0	0	0	0	0	0	27	135	0	0	0	0	42	0	142	0	0	0	0	0	0	0	0	0	0	0	134	16	0	0	0	0	0	0	4
assemblage-108-487	0	0	0	0	0	0	55	0	0	0	146	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	36	0	17	217	0	0	0	0	0	0	0
assemblage-843-805	0	0	0	0	37	0	0	0	0	0	174	0	0	0	0	9	0	132	0	0	48	0	0	0	0	0	0	0	0	89	0	6	0	0	0	0	0	5
assemblage-205-456	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	62	62	0	47	39	0	0	0	0	0	0	3
assemblage-719-315	0	0	0	0	92	0	0	0	0	13	165	0	0	0	0	4	0	129	0	0	19	0	0	0	0	0	0	0	0	52	24	0	0	0	0	0	0	2
assemblage-864-95	0	0	0	0	0	0	9	0	0	30	134	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	245	21	0	0	0	0	0	0	6
assemblage-124-770	0	0	0	0	98	0	0	0	0	14	135	0	0	0	0	5	0	139	0	0	34	0	0	0	0	0	0	0	0	50	24	0	0	0	0	0	0	1
assemblage-180-470	0	0	0	0	0	0	71	0	0	0	20	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	11	7	0	70	177	0	0	0	0	0	0	7
assemblage-530-360	0	0	0	0	0	0	0	0	0	52	74	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	140	6	0	0	0	0	0	0	3
assemblage-855-123	0	0	0	0	0	0	0	0	0	71	128	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	110	25	0	0	0	0	0	0	4
assemblage-924-941	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	207	127	0	0	0	0	0	0	15
assemblage-89-798	0	0	0	0	0	0	0	0	0	29	121	0	0	0	0	51	0	138	0	0	0	0	0	0	0	0	0	0	0	132	24	0	0	0	0	0	0	5
assemblage-408-809	0	0	0	0	0	0	94	0	0	0	59	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	37	0	99	171	0	0	0	0	0	0	13
assemblage-860-563	0	0	0	0	0	0	109	0	0	0	78	0	0	0	0	0	0	89	0	5	0	0	0	0	0	0	0	14	0	63	142	0	0	0	0	0	0	0
assemblage-968-844	0	0	0	0	0	0	82	0	0	0	15	5	0	0	0	0	5	146	0	0	0	0	0	0	0	0	0	0	0	96	139	0	0	0	0	0	0	12
assemblage-927-390	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	53	15	0	0	0	0	0	0	5
assemblage-419-432	0	0	0	0	0	0	130	0	0	0	13	0	0	0	0	0	0	316	0	0	0	0	0	0	6	0	0	0	0	24	0	0	0	0	0	5	0	6
assemblage-937-805	0	0	0	0	0	0	0	0	0	42	128	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	92	12	0	0	0	0	0	0	0
assemblage-141-138	0	0	0	0	0	0	0	0	0	32	22	0	0	0	0	0	0	139	0	0	0	0	0	20	0	0	0	0	0	237	44	0	0	3	0	0	0	3
assemblage-777-970	0	0	0	0	0	0	0	0	0	63	126	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	138	17	0	0	0	0	0	0	8
assemblage-767-570	0	0	0	0	0	0	0	0	0	50	69	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	124	9	0	0	0	0	0	0	2
assemblage-428-423	0	0	0	0	0	0	143	0	0	0	11	0	0	0	0	0	0	311	0	0	0	0	0	0	6	0	0	0	0	21	0	0	0	0	0	6	0	2
assemblage-604-759	0	0	0	0	0	0	0	0	0	25	2	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	212	132	0	0	0	0	0	0	4
assemblage-687-960	0	0	0	0	0	0	8	0	0	0	41	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	25	219	0	0	0	0	0	0	8
assemblage-181-106	0	0	0	0	0	0	37	0	0	0	126	0	0	0	0	0	0	195	0	0	0	0	57	0	0	0	0	0	0	11	65	0	0	0	0	0	0	9
assemblage-698-797	0	0	0	0	0	4	0	0	0	31	12	0	0	0	0	0	0	140	0	0	0	0	0	20	0	0	0	0	0	241	37	0	0	15	0	0	0	0
assemblage-906-831	0	0	0	0	0	0	6	0	0	0	59	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	63	214	0	0	0	0	0	0	5
assemblage-454-431	0	0	0	0	0	0	129	0	0	0	8	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	12	0	8
assemblage-262-925	0	0	0	0	0	0	88	0	0	0	23	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	54	0	135	178	0	0	0	0	0	0	4
assemblage-848-504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	41	0	0	390	0	12	0	0	0	0	13
assemblage-831-161	0	0	0	0	0	0	64	0	0	0	109	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	12
assemblage-899-926	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	80	155	0	0	0	0	0	0	6
assemblage-756-597	0	0	0	0	0	0	0	0	0	54	100	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	9
assemblage-971-933	0	0	0	0	0	0	82	29	0	0	42	0	0	0	0	0	0	8	34	0	0	0	0	0	11	0	0	0	0	293	0	0	0	0	0	0	0	1
assemblage-902-848	0	0	0	0	0	0	11	0	0	0	8	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	93	183	0	0	6	0	0	0	3
assemblage-897-916	0	0	0	0	0	0	0	0	0	29	19	0	0	0	0	0	0	137	0	0	0	0	0	22	0	0	0	0	0	225	57	0	0	9	0	0	0	2
assemblage-249-243	0	0	0	0	0	0	62	0	0	0	118	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	17
assemblage-572-227	0	0	0	0	20	0	0	0	0	6	192	0	0	0	0	10	0	152	0	0	0	0	0	0	0	0	0	0	0	84	33	0	0	0	0	0	0	3
assemblage-297-850	0	0	0	0	9	0	0	0	0	0	309	0	0	0	0	17	0	13	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	2
assemblage-280-849	0	0	0	0	31	0	0	0	0	0	196	0	0	0	2	8	0	130	0	0	40	0	0	0	0	0	0	0	0	80	0	12	0	0	0	0	0	1
assemblage-373-790	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	40	59	0	59	23	0	0	0	0	0	0	2
assemblage-292-849	0	0	0	0	10	0	0	0	0	0	308	0	0	0	0	22	0	29	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	4
assemblage-963-933	0	0	0	0	0	0	84	27	0	0	64	0	0	0	0	0	0	7	32	0	0	0	0	0	20	0	0	0	0	264	0	0	0	0	0	0	0	2
assemblage-130-147	0	0	0	0	0	0	0	0	0	22	12	0	0	0	0	0	0	150	0	0	0	0	0	26	0	0	0	0	0	227	55	0	0	4	0	0	0	4
assemblage-990-752	0	0	0	0	0	0	64	0	0	0	118	0	0	0	0	0	0	204	0	0	0	0	44	0	0	0	0	0	0	11	52	0	0	0	0	0	0	7
assemblage-585-782	0	0	0	0	0	0	0	0	0	19	6	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	215	116	0	0	0	0	0	0	4
assemblage-505-367	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	53	16	0	0	0	0	0	0	6
assemblage-828-162	0	0	0	0	0	0	54	0	0	0	107	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	12
assemblage-116-774	0	0	0	0	0	0	0	0	0	27	98	0	0	0	0	73	0	161	0	0	0	0	0	0	0	0	0	0	0	129	9	0	0	0	0	0	0	3
assemblage-612-439	0	0	0	0	0	0	0	0	0	0	117	0	0	10	0	104	0	165	0	0	1	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	10
assemblage-986-762	0	0	0	0	0	0	16	0	0	0	35	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	25	223	0	0	0	0	0	0	2
assemblage-842-827	0	0	0	0	10	0	0	0	0	0	298	0	0	0	0	26	0	24	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	4
assemblage-727-310	0	0	0	0	0	0	0	0	0	35	119	0	0	0	0	74	0	115	0	0	0	0	0	0	0	0	0	0	0	136	17	0	0	0	0	0	0	4
assemblage-869-510	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	62	0	0	0	0	0	0	0	0	0	0	37	0	0	365	0	12	0	0	0	0	11
assemblage-747-973	0	0	0	0	0	0	6	0	0	39	121	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	259	16	0	0	0	0	0	0	7
assemblage-958-854	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	40	69	0	59	49	0	0	0	0	0	0	2
assemblage-951-364	0	0	0	20	0	0	0	0	0	35	63	0	0	0	0	14	0	80	0	0	0	0	0	0	0	0	0	0	0	206	81	0	0	0	0	0	0	1
assemblage-874-113	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	244	98	0	0	0	0	0	0	8
assemblage-493-666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	247	0	0	100	0	0	0	0	0	0	7
assemblage-618-424	0	0	0	0	9	0	0	0	0	0	300	0	0	0	0	28	0	28	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	2
assemblage-274-943	0	0	0	0	0	0	57	0	0	0	135	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	41	0	10	232	0	0	0	0	0	0	1
assemblage-532-222	0	0	0	0	0	0	0	0	0	35	21	0	0	0	0	0	0	128	0	0	0	0	0	16	0	0	0	0	0	229	51	0	0	10	0	0	0	10
assemblage-946-393	0	0	0	18	0	0	0	0	0	41	60	0	0	0	0	9	0	67	0	0	0	0	0	0	0	0	0	0	0	199	104	0	0	0	0	0	0	2
assemblage-523-779	0	0	0	0	34	0	0	0	0	0	183	0	0	0	6	3	0	128	0	0	39	0	0	0	0	0	0	0	0	96	0	10	0	0	0	0	0	1
assemblage-931-759	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	11	42	9	10	0	0	0	0	0	0	0	0	0	169	177	0	0	0	0	0	0	9
assemblage-983-911	0	0	0	0	0	0	114	17	0	0	56	0	0	0	0	0	0	8	43	0	0	0	0	0	7	0	0	0	0	255	0	0	0	0	0	0	0	0
assemblage-495-669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	267	0	0	108	0	0	0	0	0	0	4
assemblage-491-652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	267	0	0	98	0	0	0	0	0	0	0
assemblage-667-963	0	0	0	0	0	0	16	0	0	0	51	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	21	229	0	0	0	0	0	0	6
assemblage-134-140	0	0	0	0	0	0	24	0	0	0	294	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	24	52	0	0	0	26	0	0	3
assemblage-283-928	0	0	0	0	0	0	57	0	0	0	133	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	24	0	10	242	0	0	0	0	0	0	0
assemblage-831-823	0	0	0	0	43	0	0	0	0	0	186	0	0	0	0	3	0	121	0	0	40	0	0	0	0	0	0	0	0	95	0	6	0	0	0	0	0	6
assemblage-902-948	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	229	89	0	0	0	0	0	0	9
assemblage-538-778	0	0	0	0	12	0	0	0	0	0	98	0	0	15	0	82	0	192	0	0	9	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	11
assemblage-964-845	0	0	0	0	0	0	85	8	0	0	0	0	0	0	0	0	10	46	8	12	0	0	0	0	0	0	0	0	0	154	170	0	0	0	0	0	0	7
assemblage-763-598	0	0	0	0	0	0	0	0	0	46	130	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	103	5	0	0	0	0	0	0	2
assemblage-601-779	0	0	0	0	0	0	2	0	0	40	126	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	259	12	0	0	0	0	0	0	6
assemblage-254-259	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	63	202	0	0	0	0	0	0	7
assemblage-901-846	0	0	0	0	0	0	10	0	0	0	69	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	77	181	0	0	0	0	0	0	6
assemblage-494-668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	267	0	0	104	0	0	0	0	0	0	2
assemblage-595-777	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	207	115	0	0	0	0	0	0	2
assemblage-436-415	0	0	0	0	0	0	141	0	0	0	5	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	8	0	1
assemblage-945-378	0	0	0	2	0	0	0	0	0	27	123	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	114	24	0	0	0	0	0	0	5
assemblage-771-953	0	0	0	0	0	0	0	0	7	0	30	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	9
assemblage-760-951	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	6
assemblage-428-409	0	0	0	0	0	0	141	0	0	0	12	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	5	0	7
assemblage-955-925	0	0	0	0	0	0	103	31	0	0	64	0	0	0	0	0	0	6	20	0	0	0	0	0	12	0	0	0	0	262	0	0	0	0	0	0	0	2
assemblage-496-654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	233	0	0	125	0	0	0	0	0	0	2
assemblage-978-756	0	0	0	0	0	0	54	0	0	0	122	0	0	0	0	0	0	224	0	0	0	8	43	0	0	0	0	0	0	6	40	0	0	0	0	0	0	3
assemblage-863-503	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	49	0	0	0	0	0	0	0	0	0	0	49	0	0	373	0	7	0	0	0	0	10
assemblage-843-802	0	0	0	0	33	0	0	0	0	0	206	0	0	0	0	10	0	137	0	0	28	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	9
assemblage-703-781	0	0	0	0	0	0	20	0	0	0	287	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	30	50	0	0	0	40	0	0	2
assemblage-243-235	0	0	0	0	0	0	49	0	0	0	122	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	11
assemblage-824-163	0	0	0	0	0	0	0	0	6	0	18	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	8
assemblage-751-589	0	0	0	15	0	0	0	0	0	31	64	0	0	0	0	17	0	58	0	0	0	0	0	0	0	0	0	0	0	199	112	0	0	0	0	0	0	4
assemblage-503-216	0	0	0	0	0	0	23	0	0	0	272	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	20	70	0	0	0	40	0	0	3
assemblage-444-418	0	0	0	0	0	0	133	0	0	0	18	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	4	0	11
assemblage-902-784	0	0	0	0	0	0	77	0	0	0	23	0	0	0	0	0	8	135	0	0	0	0	0	0	0	0	0	0	0	72	172	0	0	0	0	0	0	13
assemblage-564-224	0	0	0	0	14	0	0	0	0	17	191	0	0	0	0	11	0	163	0	0	0	0	0	0	0	0	0	0	0	76	27	0	0	0	0	0	0	1
assemblage-920-795	0	0	0	0	0	0	0	0	0	41	140	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	116	5	0	0	0	0	0	0	1
assemblage-951-379	0	0	0	22	0	0	0	0	0	31	63	0	0	0	0	7	0	76	0	0	0	0	0	0	0	0	0	0	0	197	103	0	0	0	0	0	0	1
assemblage-775-939	0	0	0	0	0	0	51	0	0	0	111	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	4	0	246	0	0	0	0	0	0	9
assemblage-975-756	0	0	0	0	0	0	74	0	0	0	93	0	0	0	0	0	0	154	0	0	0	0	15	0	0	0	0	0	0	75	89	0	0	0	0	0	0	0
assemblage-901-928	0	0	0	0	0	0	13	0	0	0	296	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	11	59	0	0	0	31	0	0	1
assemblage-692-760	0	0	0	0	0	0	39	0	0	0	76	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	47	118	0	0	0	0	0	0	10
assemblage-505-653	0	0	0	0	0	0	48	5	0	0	17	0	0	0	0	0	12	85	5	0	0	0	0	0	0	0	44	64	0	81	129	0	0	0	0	0	0	10
