Assemblage_Name	0-7583452-392737	4374349-4-3476646	2-4-3982013	2499652-4-4	0-341250-4	9350156-2845709-3476646	2-6331817-4	5214784-4-4	2-4-3411481	2189044-7122064-3476646	7292238-4-4	9350156-4-3476646	2-4-2075495	3038288-4-4	0-3314678-4	4181437-4604781-4	2-7994563-3411481	0-4-4	1275036-7122064-3476646	0-4-6483331	0-4458322-4	8665077-4-3628063	9350156-486038-447297	0-4-3476646	0-4-391775	7179304-4-3411481	0-6456341-1292436	2-4-3071850	3020913-7583452-4	0-6499797-4	9350156-7122064-3476646	2499652-4530372-4	0-1202284-4	9350156-486038-3476646	2-9218707-3411481	7773846-0-6618040	1506700-4-4	2-8032947-4	2-4-2	2-4-4	2-9218707-4937214	2-2128380-3411481	0-4-2834006	0-3729631-392737	0-341250-2449648	390168-4-4	0-7583452-4	0-4-1404555	5533140-0-3	4504397-4-4	0-410611-4	0-6499797-3123185	2-9089087-3411481	9350156-486038-2500789	0-8926277-4	2-8020699-4	2-3162886-4	2-3392859-3411481	2499652-4-5624587	1510924-4-4	3397246-6499797-4	8665077-4-3411481	7257774-4-3476646	2-2168511-4	0-6499797-1292436	7773846-0-3	2-4604781-4	4655006-6499797-4	2127874-4-3411481	5912267-4-4	2-4-8134318	8887016-4-4	0-4783168-4	5161314-4-3476646	7773846-3419149-3	2-2041753-3411481	0-6499797-5423289	7773846-7586890-3	2-3798915-3411481	7706295-4-4	2971022-4-4	2-4-377646
assemblage-987-763	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	16	15	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-300-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	25	0	0	17	0	11	0	8	0	0	0	0	0	0	0	67	0	8	0	0	0	0	79	0	0	0	0	0	0	0	6	0	0	0	0	0	0	41	0	5	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-532-763	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	103	0	0	0	27	0	0	0	0	0	0	31	66	0	12	0	0	0	0	0	0	0	89	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	17
assemblage-181-462	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	28	0	0	0	0	0	41	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	44	0	0	0	0	0	0	17
assemblage-943-371	0	0	0	7	0	0	0	0	255	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-866-109	0	0	0	78	0	0	0	0	81	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6
assemblage-877-569	0	0	0	0	30	0	0	0	85	0	0	0	0	0	0	0	0	80	0	0	0	0	7	34	0	0	0	0	0	0	0	0	0	100	25	23	0	0	0	78	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	5
assemblage-877-568	0	0	0	0	25	0	0	0	101	0	0	0	0	0	0	0	0	63	0	0	0	0	16	42	0	0	0	0	0	0	0	0	0	102	14	15	0	0	0	91	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-857-558	0	0	0	0	45	14	0	0	27	0	0	0	0	0	0	0	0	155	0	0	0	0	0	16	0	0	0	0	0	5	0	0	0	55	0	5	0	0	0	125	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	20	0	0	0	0	0	0	18
assemblage-510-208	0	0	0	56	0	0	0	0	157	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-617-440	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	9	0	107	0	0	0	6	0	0	25	0	0	31	6	23	0	30	0	0	0	0	0	0	0	90	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	25
assemblage-881-672	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	45	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	47	0	0	0	0	0	0	13
assemblage-573-213	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	12	0	149	0	0	0	0	0	0	2	0	0	0	19	16	0	0	0	0	0	0	0	0	0	34	0	0	11	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-637-432	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	16	0	63	0	0	0	0	0	0	64	0	13	0	0	0	0	71	0	0	0	0	0	0	0	148	0	0	0	0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	43	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-698-780	0	0	0	149	0	0	0	0	68	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-863-648	0	0	0	0	37	0	0	0	99	0	0	0	0	0	0	0	0	72	0	0	0	0	8	33	0	0	0	0	0	0	0	0	0	134	16	12	0	0	0	59	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-871-116	0	0	0	72	0	0	0	0	11	0	0	0	8	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-239-219	0	0	0	74	0	0	0	0	149	0	0	0	0	0	0	0	0	43	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	169	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-124-179	0	0	0	74	0	0	0	0	160	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-961-129	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	25	5	84	0	103	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	62	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-867-659	0	0	0	0	104	0	0	8	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	9
assemblage-908-762	0	0	0	0	76	0	0	0	0	46	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	12
assemblage-781-955	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-94-496	0	0	0	0	31	49	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	22	17	0	0	44	0	8	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	23
assemblage-816-142	0	0	0	52	0	0	0	0	77	0	0	0	0	0	0	0	0	98	0	0	5	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-818-149	0	0	0	0	0	0	0	0	56	0	0	0	0	31	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-963-905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	160	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	38	0	0	7	0	0	0	3
assemblage-844-834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	169	0	0	0	0	0	0	24	0	0	5	0	18	0	0	0	0	0	0	0	0	0	45	0	16	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-603-766	0	0	0	33	0	0	0	0	73	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	22	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-672-954	0	0	0	9	0	0	0	0	156	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	44	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-104-483	0	0	0	0	28	39	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	26	14	0	0	52	0	14	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	16
assemblage-289-864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	19	0	0	12	0	19	0	0	0	0	0	0	0	0	0	40	0	24	0	0	0	0	116	0	0	0	0	0	0	0	7	0	0	0	0	0	0	33	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-269-930	0	0	0	0	29	0	0	0	84	0	0	0	0	0	0	0	0	59	0	0	0	0	8	33	0	0	0	0	0	0	0	0	0	90	25	26	0	0	0	124	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-176-112	0	0	0	0	11	0	0	0	64	0	0	0	0	0	0	0	6	221	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	26	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-440-414	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-570-232	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	23	0	80	0	0	0	0	0	0	12	0	0	0	0	39	0	28	0	0	0	0	0	0	0	105	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	40	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-969-101	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	40	0	103	0	70	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	61	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-632-438	6	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	118	0	0	0	29	0	0	0	0	0	0	48	56	0	15	0	0	0	0	0	0	0	76	0	0	0	0	0	0	15	0	0	0	0	8	0	0	0	0	0	0	0	0	0	9	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	14
assemblage-754-596	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	13	0	0	0	0	5	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-753-307	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	31	0	81	0	0	0	0	0	0	0	0	0	0	0	40	0	7	0	0	0	0	0	0	0	124	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-108-487	0	0	0	0	120	0	0	11	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	7
assemblage-843-805	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	105	0	0	0	37	0	0	0	0	0	0	26	62	0	5	0	0	0	0	0	0	0	67	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	15	8	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	26
assemblage-205-456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	56	0	0	0	0	0	0	59	0	0	144	0	28	0	7	0	57	0	0	0	0	0	0	0	47	44	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	10
assemblage-719-315	0	0	8	0	0	0	0	0	125	0	0	0	0	0	0	4	0	127	0	0	0	0	0	0	8	0	0	0	12	13	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-864-95	0	0	0	83	0	0	0	0	17	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-124-770	0	0	7	0	0	0	0	0	116	0	0	0	0	0	0	5	0	122	0	0	0	0	0	0	0	2	0	0	21	16	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-180-470	0	0	0	0	11	0	0	0	51	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	4	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	12
assemblage-530-360	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-855-123	0	0	0	50	0	0	0	0	107	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	7
assemblage-924-941	0	0	0	42	0	0	0	0	56	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	30	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4
assemblage-89-798	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	29	0	72	0	0	0	3	0	0	13	0	0	0	0	39	0	21	0	0	0	0	0	0	0	107	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	6	30	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-408-809	0	0	0	0	84	0	0	0	0	38	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	16
assemblage-860-563	0	0	0	0	22	39	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	39	16	0	0	52	0	11	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	12	0	13
assemblage-968-844	0	0	0	0	8	0	0	0	49	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	8	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	6	0	0	54	0	0	0	0	0	0	9
assemblage-927-390	0	0	0	53	0	0	0	0	168	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	42	0	2	0	0	0	0	0	0	0	142	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-419-432	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-937-805	0	0	0	20	0	0	0	0	28	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	47	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	13
assemblage-141-138	0	0	0	102	0	0	0	0	126	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
assemblage-777-970	0	0	0	66	0	0	0	0	101	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	14
assemblage-767-570	0	0	0	9	0	0	0	0	129	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
