Assemblage_Name	2-7535099-0	2-1558078-0	1-8918004-2	2-4-5755049	2-4-3473322	0-1393227-3	6626882-2-1442967	7400820-4-0	2-2488185-0	8745900-2-1442967	995460-2-715170	2688339-2-2	1-3-1492768	0-1-3	2-4-7893577	0-1-3193390	1-2-715170	1-2-1442967	1776635-2-2	1-3301214-1442967	1-8287003-1	1-3-1	0-757179-3	2-4-0	7318693-2-2	1-6080804-715170	7505248-9768680-1442967	2-4-6471818	2-1-4043427	3153757-2-2	1-9768680-1442967	2-400897-0	0-6985679-3193390	2-3-2	6451264-4-0	1-3625486-715170	1-2-2	2-1302643-0	1-4-1	2-3-3337823	2-1-3	2-6191022-0	7995997-4-0	236634-2-1442967	2-7314549-0
assemblage-510-764	0	0	0	0	0	5	0	0	0	0	0	0	0	0	79	0	95	23	0	0	6	130	0	77	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	5
assemblage-272-157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	58	16	0	0	14	123	0	76	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	8
assemblage-1005-552	0	5	0	0	0	0	0	0	0	0	0	0	34	31	0	0	32	0	0	0	0	22	0	256	0	0	0	0	0	0	0	0	0	0	0	0	81	0	23	0	6	0	0	0	10
assemblage-755-235	0	0	5	33	0	0	0	0	0	0	0	0	0	0	55	0	151	0	0	0	0	0	0	146	0	0	0	0	0	0	0	19	0	0	0	0	27	0	55	0	0	0	0	0	9
assemblage-1009-796	0	0	0	0	0	22	0	0	0	0	0	0	0	0	14	0	44	253	0	0	0	40	0	40	0	5	0	0	0	0	26	0	0	0	0	0	55	0	0	0	0	0	0	0	1
assemblage-937-434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	81	0	8	0	36	0	141	0	0	0	0	0	9	80	0	0	0	0	0	105	0	0	0	0	6	0	0	12
assemblage-117-516	0	0	0	20	0	210	0	0	0	0	0	0	0	0	13	0	24	14	23	0	0	0	0	44	0	0	0	0	0	0	0	5	0	0	0	0	130	15	0	0	0	0	0	0	2
assemblage-524-564	0	0	0	0	0	7	0	0	0	0	0	0	0	4	21	0	76	224	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	54	0	12	0	0	0	0	0	8
assemblage-213-296	0	0	5	0	0	24	0	0	0	0	0	0	0	0	0	0	173	50	0	0	0	70	0	58	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	6
assemblage-753-311	0	0	0	0	0	194	0	0	0	0	0	0	0	0	20	0	20	9	16	0	0	0	0	71	0	0	0	0	0	0	0	8	0	0	0	0	141	8	0	0	0	0	0	0	13
assemblage-505-307	0	0	0	0	0	38	0	0	0	0	0	0	0	0	26	0	38	284	5	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	14
assemblage-205-814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	46	124	0	0	0	18	0	149	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	8
assemblage-371-826	0	0	0	0	10	0	0	0	0	0	0	0	0	0	33	0	0	43	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	8	16	0	81	0	0	0	0	0	14
assemblage-533-582	0	0	10	0	0	28	0	0	0	0	0	0	0	0	8	0	200	24	0	0	0	31	0	153	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	6
assemblage-808-943	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	7	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	12	51	69	0	18	0	0	0	0	0	4
assemblage-596-807	0	0	0	0	0	50	0	0	0	0	0	0	0	0	39	0	78	136	0	0	0	39	0	49	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	18
assemblage-540-587	0	0	0	0	0	7	0	0	0	0	0	0	0	0	22	0	68	227	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	50	0	18	0	0	0	0	0	6
assemblage-447-857	0	13	0	0	0	0	0	0	0	0	0	0	0	65	0	6	50	12	0	0	0	32	0	135	0	0	0	0	0	0	0	0	0	46	0	0	42	0	60	0	35	0	0	0	4
assemblage-736-358	0	0	0	0	0	0	0	0	0	0	0	0	0	18	45	0	69	19	0	0	0	62	0	241	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	2
assemblage-958-360	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	150	41	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	44	0	0	126	0	3	30	0	0	0	0	6
assemblage-454-843	0	19	0	0	0	0	0	0	0	0	0	0	4	41	0	0	30	0	0	0	0	87	0	158	0	0	0	0	0	0	0	0	0	57	0	0	35	0	60	0	7	0	0	0	2
assemblage-402-993	0	0	10	31	0	0	0	0	0	0	0	0	0	0	64	0	163	0	0	0	0	0	0	115	0	0	0	0	0	0	0	14	0	0	0	0	27	0	66	0	0	0	0	0	10
assemblage-866-859	0	0	0	0	0	97	0	0	0	0	0	0	0	0	33	0	51	64	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	6
assemblage-985-738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	14	0	17	0	105	0	199	0	0	0	0	0	34	9	0	0	0	0	0	97	0	0	0	0	0	0	0	8
assemblage-801-92	0	0	0	0	0	3	0	0	0	0	0	0	0	0	23	0	66	190	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	80	0	36	0	0	0	0	0	14
assemblage-771-316	0	0	0	0	0	188	0	0	0	0	0	0	0	0	5	0	35	17	11	0	0	0	0	77	0	0	0	0	0	0	0	7	0	0	0	0	141	11	0	0	0	0	0	0	8
assemblage-977-744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	56	0	0	0	17	0	115	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	31	0	0	15
assemblage-368-829	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	79	145	0	0	0	20	0	161	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	5
assemblage-278-161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	105	166	0	7	0	0	0	61	0	0	0	0	0	0	51	0	0	0	0	0	97	0	0	0	0	0	0	0	6
assemblage-516-571	0	0	0	0	0	95	0	0	0	0	0	0	0	0	24	0	103	81	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	99	0	19	0	0	0	0	0	5
assemblage-766-303	0	0	7	9	0	25	0	0	0	0	0	0	0	0	22	0	44	262	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	15
assemblage-403-900	0	0	0	0	0	72	0	0	0	0	0	0	0	0	34	0	82	135	0	0	0	7	0	18	9	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	13	5
assemblage-768-310	0	0	0	5	0	216	0	0	0	0	0	0	0	0	8	0	30	12	9	0	0	0	0	65	0	0	0	0	0	0	0	13	0	0	0	0	130	7	0	0	0	0	0	0	5
assemblage-112-482	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	0	0	0	23	9	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	8
assemblage-630-843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	17	0	24	0	119	0	180	0	0	0	0	0	29	11	0	0	0	0	0	92	0	0	0	0	0	0	0	10
assemblage-145-505	0	0	0	5	0	43	0	0	0	0	0	0	0	0	37	0	35	277	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	4
assemblage-943-353	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	186	23	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	45	0	0	100	0	0	16	0	0	0	0	15
assemblage-212-820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	86	198	0	10	0	0	0	36	0	0	0	0	0	0	54	0	0	0	0	0	100	0	0	0	0	0	0	0	3
assemblage-401-583	0	0	0	0	0	0	0	27	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	305	0	0	28	0	0	6	0	0	0	0	7
assemblage-605-799	0	0	0	0	0	72	0	0	0	0	0	9	0	0	12	0	171	40	0	0	0	41	0	64	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	1
assemblage-874-862	0	0	0	0	0	0	0	0	0	0	0	0	0	23	58	0	55	24	0	0	0	61	0	222	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	2
assemblage-755-317	0	0	0	0	0	70	0	0	0	0	0	0	0	0	55	0	104	89	0	0	0	110	0	47	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	8
assemblage-441-260	0	0	0	0	0	23	0	0	0	0	0	0	0	5	37	17	44	0	0	0	0	54	0	182	0	0	0	0	0	0	0	0	0	12	0	0	70	0	15	0	35	0	0	0	6
assemblage-666-310	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	8	65	71	0	29	0	0	0	0	0	11
assemblage-400-1003	0	0	15	27	0	0	0	0	0	0	0	0	0	0	61	0	152	0	0	0	0	0	0	129	0	0	0	0	0	0	0	16	0	0	0	0	35	0	59	0	0	0	0	0	6
assemblage-275-182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	75	134	0	0	0	25	0	89	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	11
assemblage-823-94	0	0	0	0	0	100	0	0	0	0	0	0	0	0	9	0	132	57	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	102	0	24	0	0	0	0	0	3
assemblage-756-921	4	17	0	0	0	0	0	0	0	0	0	0	50	28	0	0	44	0	0	0	0	21	0	226	0	0	0	0	0	0	0	0	0	0	0	0	83	0	19	0	5	0	0	0	3
assemblage-466-841	0	35	0	0	0	0	0	0	0	0	0	0	11	42	0	0	12	0	0	0	0	80	0	145	0	0	0	0	0	0	0	0	0	56	0	0	44	0	67	0	8	0	0	0	0
assemblage-961-871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	158	0	0	0	31	0	87	0	0	0	0	0	0	35	0	0	0	0	0	113	0	0	0	0	0	0	0	13
assemblage-109-487	0	0	13	0	0	51	0	0	0	0	0	0	0	0	56	0	90	75	0	0	0	135	0	55	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	9
assemblage-403-596	0	0	0	0	0	0	0	11	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	325	0	0	38	0	0	0	0	0	0	0	5
assemblage-367-419	0	0	0	0	0	18	0	0	0	0	0	0	0	6	40	40	49	0	0	0	0	66	0	158	0	0	0	0	0	0	0	0	10	15	0	0	58	0	7	0	27	0	0	0	6
assemblage-843-848	0	0	0	0	6	0	0	0	0	0	0	0	0	0	37	0	0	32	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	31	0	79	0	0	0	0	0	23
assemblage-442-845	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	10	8	0	0	0	0	32	0	163	0	0	0	0	0	0	0	0	0	85	0	0	12	0	57	0	8	0	0	0	1
assemblage-954-864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	49	151	0	0	0	32	0	121	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	5
assemblage-355-450	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	29	40	57	0	0	0	3	0	125	0	0	0	0	0	0	0	0	0	16	0	0	71	0	93	0	26	0	0	0	3
assemblage-103-500	0	0	0	0	0	32	0	0	0	0	0	0	0	0	16	0	39	282	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	21
assemblage-762-377	0	0	0	0	0	0	0	0	0	0	0	0	0	18	43	0	87	30	0	0	0	65	0	211	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	4
assemblage-775-937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	158	0	0	0	17	0	136	0	0	0	47	0	0	0	0	0	0	0	38	78	0	0	0	0	0	0	0	17
assemblage-641-859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	14	0	20	0	110	0	178	0	0	0	0	0	42	13	0	0	0	0	0	94	0	0	0	0	0	0	0	5
assemblage-918-230	0	0	0	0	0	95	0	0	0	0	0	0	0	0	49	0	70	54	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	4
assemblage-385-584	0	0	0	0	0	0	0	17	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	332	0	0	19	0	0	11	0	0	0	0	4
assemblage-514-309	0	0	0	0	0	61	0	0	0	0	0	0	0	0	56	0	66	118	0	0	0	112	0	57	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	6
assemblage-645-144	0	0	0	0	0	54	0	0	0	0	0	0	0	0	34	0	75	132	0	0	0	8	0	18	7	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	7
assemblage-220-285	0	0	0	13	0	202	0	0	0	0	0	0	0	0	5	0	25	5	8	0	0	0	0	64	0	0	0	0	0	0	0	18	0	0	0	0	140	10	0	0	0	0	0	0	10
assemblage-498-329	0	0	15	0	0	8	0	0	0	0	0	0	0	0	0	0	164	41	0	0	0	86	0	71	8	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	2
assemblage-867-863	0	0	0	0	0	33	0	0	0	0	0	0	0	8	24	0	69	71	0	0	0	10	0	189	0	0	0	0	0	0	0	0	0	0	0	0	61	0	23	0	0	0	0	0	12
assemblage-762-943	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	13	47	85	0	27	0	0	0	0	0	13
assemblage-647-322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	148	0	0	0	28	0	138	0	0	0	33	0	0	0	0	0	0	0	41	93	0	0	0	0	0	0	0	17
