Assemblage_Name	2-7535099-0	2-1558078-0	1-8918004-2	2-4-5755049	2-4-3473322	0-1393227-3	6626882-2-1442967	7400820-4-0	2-2488185-0	8745900-2-1442967	995460-2-715170	2688339-2-2	1-3-1492768	0-1-3	2-4-7893577	0-1-3193390	1-2-715170	1-2-1442967	1776635-2-2	1-3301214-1442967	1-8287003-1	1-3-1	0-757179-3	2-4-0	7318693-2-2	1-6080804-715170	7505248-9768680-1442967	2-4-6471818	2-1-4043427	3153757-2-2	1-9768680-1442967	2-400897-0	0-6985679-3193390	2-3-2	6451264-4-0	1-3625486-715170	1-2-2	2-1302643-0	1-4-1	2-3-3337823	2-1-3	2-6191022-0	7995997-4-0	236634-2-1442967	2-7314549-0
assemblage-992-559	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	9	43	53	0	0	0	0	0	137	0	0	0	0	5	0	0	0	0	7	0	0	64	0	94	0	40	0	0	0	7
assemblage-648-158	0	0	0	0	0	53	0	0	0	0	0	0	0	0	74	0	9	110	0	0	0	92	0	77	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0
assemblage-166-138	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	34	0	0	0	0	23	0	159	0	0	0	0	0	0	0	0	0	7	0	0	23	0	95	0	105	0	0	0	3
assemblage-632-142	0	0	0	0	0	86	0	0	0	0	0	17	0	0	4	0	152	30	0	0	0	30	0	90	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	3
assemblage-217-302	0	0	0	0	0	31	0	0	0	0	0	0	0	0	14	0	51	287	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	13
assemblage-927-210	0	0	0	0	0	0	0	0	0	0	0	0	0	20	33	0	105	35	0	0	0	37	0	210	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	2
assemblage-805-119	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	37	0	0	0	0	28	0	144	0	0	0	0	0	0	0	0	0	15	0	0	21	0	112	0	90	0	0	0	1
assemblage-877-870	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	81	144	0	0	0	16	0	162	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	7
assemblage-804-94	0	27	0	0	0	0	0	0	0	0	0	0	7	50	0	0	32	0	0	0	0	106	0	109	0	0	0	0	0	0	0	0	0	68	0	0	44	0	48	0	9	0	0	0	0
assemblage-745-228	0	0	0	0	0	110	0	0	0	0	0	0	0	0	11	0	122	67	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	103	0	27	0	0	0	0	0	3
assemblage-128-456	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0	0	0	35	20	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-207-294	0	0	5	0	0	32	0	0	0	0	0	0	0	0	22	0	43	259	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	6
assemblage-996-553	0	0	0	0	0	20	0	0	0	0	0	0	0	0	41	32	49	0	0	0	0	62	0	184	0	0	0	0	0	0	0	0	0	18	0	0	50	0	3	0	34	0	0	0	7
assemblage-775-444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	49	0	0	0	22	0	113	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	32	0	0	20
assemblage-969-450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	166	0	0	0	0	0	127	0	0	0	0	0	0	138	0	0	0	0	0	47	0	0	0	0	0	0	0	16
assemblage-340-860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	21	0	135	0	0	0	61	0	0	0	0	0	0	0	34	90	0	0	0	0	0	0	0	15
assemblage-259-293	0	29	0	0	0	0	0	0	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	8	0	0	0	0	122	0	121	0	0	0	5
assemblage-368-454	6	17	0	0	0	0	0	0	0	0	0	0	34	24	0	0	30	0	0	0	0	28	0	258	0	0	0	0	0	0	0	0	0	0	0	0	78	0	14	0	6	0	0	0	5
assemblage-782-422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	54	0	0	0	19	0	136	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	16	0	0	16
assemblage-773-447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	8	11	0	39	0	107	0	164	0	0	0	0	0	53	6	0	0	0	0	0	98	0	0	0	0	0	0	0	1
assemblage-500-313	0	0	0	16	0	201	0	0	0	0	0	0	0	0	10	0	35	13	21	0	0	0	0	72	0	0	0	0	0	0	0	5	0	0	0	0	112	7	0	0	0	0	0	0	8
assemblage-215-804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	142	0	0	0	20	0	90	0	0	0	0	0	0	64	0	0	0	0	0	132	0	0	0	0	0	0	0	6
assemblage-774-925	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	10	59	44	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	14	0	0	54	0	72	0	46	0	0	0	6
assemblage-758-234	0	0	11	35	0	0	0	0	0	0	0	0	0	0	66	0	138	0	0	0	0	0	0	154	0	0	0	0	0	0	0	10	0	0	0	0	25	0	57	0	0	0	0	0	4
assemblage-645-340	0	0	0	0	0	78	0	0	0	0	0	0	0	69	104	0	68	24	0	0	0	3	0	70	0	0	0	0	0	0	0	0	0	0	0	0	71	0	7	0	0	0	0	0	6
assemblage-127-497	0	0	0	0	0	213	0	0	0	0	0	0	0	0	19	0	15	9	15	0	0	0	0	46	0	0	0	0	0	0	0	12	0	0	0	0	138	14	0	0	0	0	0	0	19
assemblage-748-241	0	0	0	24	0	0	0	0	0	0	0	0	0	0	54	0	161	0	0	0	0	0	0	133	0	0	0	0	0	0	0	15	0	0	0	0	39	0	53	0	0	0	0	0	21
assemblage-91-467	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	0	0	0	46	15	25	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	14
assemblage-494-764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	90	193	0	15	0	0	0	59	0	0	0	0	0	0	31	0	0	0	0	0	96	0	0	0	0	0	0	0	5
assemblage-377-823	0	0	0	0	0	124	0	0	0	0	0	0	0	0	44	0	69	44	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	5
assemblage-356-858	0	0	0	0	0	17	0	0	0	0	0	0	0	28	34	0	21	52	0	0	0	31	0	206	0	0	0	11	0	0	0	0	0	0	0	14	72	0	6	0	0	0	0	0	8
assemblage-449-849	0	13	0	0	0	0	0	0	0	0	0	0	0	119	0	10	116	39	0	0	0	17	0	73	0	0	0	0	0	0	0	0	0	30	0	0	75	0	0	0	0	0	0	0	8
assemblage-958-873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	144	0	0	0	28	0	76	0	0	0	0	0	0	39	0	0	0	0	0	117	0	0	0	0	0	0	0	18
assemblage-452-257	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	62	34	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	9	0	54	0	0	0	0	0	18
assemblage-735-342	0	0	0	0	0	0	0	0	0	0	0	0	0	14	50	0	74	38	0	0	0	43	0	211	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	10
assemblage-111-469	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	48	17	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-977-723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	112	0	0	0	4	0	91	0	0	7	0	0	0	151	0	0	0	0	0	95	0	0	0	0	0	0	0	8
assemblage-379-581	0	0	0	0	0	0	0	18	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	305	0	0	30	0	0	4	0	0	0	0	9
assemblage-918-207	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	94	130	0	0	0	14	0	153	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	5
assemblage-805-964	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	51	19	0	0	0	35	0	311	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	9
assemblage-461-266	0	2	0	0	0	0	0	0	0	0	0	0	11	110	0	0	38	28	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	7	0	59	0	0	0	0	0	2
assemblage-383-590	0	0	0	0	0	0	0	22	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	302	0	0	33	0	0	4	0	0	0	0	9
assemblage-115-490	0	0	0	0	0	67	0	0	0	0	0	0	0	0	51	0	79	121	0	0	0	114	0	50	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0	4
assemblage-271-267	0	39	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	7	0	0	0	0	141	0	134	0	0	0	5
assemblage-183-819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	48	188	0	0	0	13	0	105	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	16
assemblage-402-894	0	0	0	0	0	23	0	0	0	0	0	0	0	0	9	0	38	260	0	0	0	32	0	62	0	0	0	0	0	0	13	0	0	0	0	0	59	0	0	0	0	0	0	0	4
assemblage-385-579	0	0	0	0	0	0	0	25	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	311	0	0	29	0	0	10	0	0	0	0	14
assemblage-466-256	0	0	0	0	0	75	0	0	0	0	0	0	0	56	111	0	52	28	0	0	0	9	0	89	0	0	0	0	0	0	0	0	0	0	0	0	71	0	4	0	0	0	0	0	5
assemblage-445-852	0	18	0	0	0	0	0	0	0	0	0	0	0	112	0	0	139	48	0	0	0	12	0	70	0	0	0	0	0	0	0	0	0	23	0	0	62	0	0	0	0	0	0	0	16
assemblage-617-852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	55	0	0	0	18	0	124	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	31	0	0	19
