Assemblage_Name	3813449-3-3	2461378-3-5389748	3-289391-3	2-7741147-1	3448748-2-5613479	8001511-1-9292528	2-1-1	2455972-1-9292528	5279799-2-5613479	2461378-3-6639933	4355133-1804597-3	8722369-3-3	0-6647210-2	2-55185-1	2461378-3-9394805	2-1-2226815	3-3-3	2-2597850-9292528	2461378-9951436-3	3011205-3-3	4-4333399-5613479	1201289-1-2226815	0-0-2	4355133-3-3	8722369-1174511-8883962	0-4007064-2	2461378-3-7062784	4-2-5613479	2-2410738-1	5148645-2-5613479	7161121-3-3138013	4-8288050-381102	2-1-9292528	3818358-4007064-2	2-2183055-1	3197096-1-9292528	6673706-3-3	2-1-8559832	1309614-1-1	3-3-5634506	5285210-2-5613479	9353836-3-3	8622280-8288050-381102	8496631-1-2226815	2-2406054-1	2461378-3-3	2-1-407035	1978556-2597850-9292528	3-3-4819319	4-8458834-5613479	2461378-3-3138013	2274389-3-3	8722369-1174511-3	6879000-3-3	3-3-8285463	4-1-0	9020516-2-5613479	3-1152600-3	8979457-2-5613479	5564370-3-3	5290577-1-1	0-85814-2	8722369-5802752-3
assemblage-119-470	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	117	0	0	0	0	0	38	0	0	3	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	10	19
assemblage-791-118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	61	0	0	0	0	0	9	0	0	87	0	254	0	0	0	7	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-958-370	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	50	0	0	0	73	9	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	24
assemblage-107-490	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	9	97	21	0	0	0	0	0	5	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-949-365	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	51	0	0	0	53	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	12
assemblage-516-770	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	8	42	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	15	0	0	0	0	0	0	48	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-770-926	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	98	56	0	0	0	0	0	17	0	0	0	0	146	0	0	0	23	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-395-903	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	14	138	10	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	39	16	0	0	0	0	0	10	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-563-597	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	15	207	0	0	0	0	0	11	0	0	0	0	122	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	7	0	0	0	0	0	0	0	11	0	0	0	0	3
assemblage-816-95	0	0	0	0	0	0	69	0	0	0	0	44	0	0	0	53	68	106	0	0	0	0	0	16	0	0	0	54	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-471-239	0	0	0	0	0	0	33	0	0	0	0	86	0	0	0	19	155	49	0	0	0	0	0	0	0	0	0	45	0	0	0	0	20	0	0	63	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	5	0	2
assemblage-262-172	0	0	0	0	0	0	91	0	0	0	0	97	0	0	0	5	25	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	14	9	0	0	0	0	0	9	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-983-722	0	0	0	0	0	0	5	0	0	0	0	106	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	36	0	0	9	0	0	0	0	0	0	0	0	17
assemblage-657-321	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	61	266	0	0	0	0	0	0	8	0	0	0	91	0	0	0	5	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-925-224	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	136	57	0	0	14	21	0	16	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	17
assemblage-945-351	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	44	0	0	0	70	15	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	14
assemblage-271-166	0	0	0	0	0	0	16	0	0	0	0	214	0	0	0	9	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
assemblage-604-798	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	15	116	6	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	40	18	0	0	0	0	0	7	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-906-226	0	0	0	0	0	0	62	0	0	0	0	56	0	0	0	10	105	0	0	0	0	0	0	11	0	0	0	181	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-618-855	74	23	0	0	0	0	108	0	0	0	0	19	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-510-764	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	13	0	0	0	0	0	0	51	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-272-157	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	8	47	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	14	0	0	0	0	0	0	46	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-1005-552	0	0	0	0	0	0	51	3	0	0	0	0	0	0	0	103	138	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-755-235	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	169	117	91	0	0	0	0	0	24	0	0	0	8	0	0	0	0	0	0	0	19	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	11
assemblage-1009-796	0	0	0	0	0	8	189	0	0	0	0	104	0	0	0	39	0	10	0	10	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-937-434	29	7	0	0	0	0	76	0	0	0	0	97	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-117-516	0	0	20	0	0	0	89	0	0	0	0	0	0	0	0	11	136	60	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	87	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-524-564	0	0	0	0	0	0	68	0	0	0	0	30	0	0	0	69	87	111	0	0	0	0	0	15	0	0	0	40	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-213-296	0	0	0	0	0	0	123	0	0	0	0	6	0	0	0	15	89	16	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-753-311	0	0	10	0	0	0	92	0	0	0	0	0	0	0	0	5	125	65	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-505-307	0	0	9	0	0	0	236	0	0	0	0	34	0	0	0	28	44	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	13	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-205-814	0	0	0	0	0	0	144	0	0	0	0	72	0	0	0	4	38	0	0	0	0	0	0	0	0	0	9	27	10	0	0	0	0	0	19	36	0	0	0	0	0	22	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-371-826	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	149	55	0	0	4	20	0	34	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	19
assemblage-533-582	0	0	0	0	0	0	40	0	0	0	5	0	0	0	0	43	138	50	0	0	0	0	0	39	0	0	0	105	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-808-943	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	113	125	0	0	0	0	0	0	0	0	0	170	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-596-807	0	0	0	0	0	0	145	0	0	0	0	30	0	0	0	16	64	24	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	13	13	0	0	0	0	0	21	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-540-587	0	0	0	0	0	0	63	0	0	0	0	31	0	0	0	69	116	85	0	0	0	0	0	10	0	0	0	30	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-447-857	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	69	74	0	0	0	0	0	20	0	0	37	0	156	0	0	0	32	46	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-736-358	0	0	0	0	0	0	18	0	0	0	0	19	0	0	0	146	77	63	0	0	0	0	0	77	0	0	0	35	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-958-360	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	55	0	0	0	70	0	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	21
assemblage-454-843	0	0	0	0	4	0	69	0	0	0	0	0	0	0	0	108	12	0	0	0	0	0	10	0	0	18	0	135	0	0	0	10	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-402-993	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	162	111	99	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10
assemblage-866-859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	129	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	45	0	0	0	23	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-985-738	102	21	0	0	0	0	90	0	0	0	0	10	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-801-92	0	0	0	0	0	0	64	0	0	0	0	35	0	0	0	70	78	90	0	0	0	0	0	17	0	0	0	42	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-771-316	0	0	9	0	0	0	78	0	0	0	0	0	0	0	0	0	157	58	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-977-744	0	0	0	0	0	0	160	0	0	0	0	76	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-368-829	0	0	0	0	0	0	64	0	0	0	0	83	0	0	0	10	104	0	0	0	0	0	0	2	0	0	0	161	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-278-161	0	0	0	0	0	0	28	0	0	0	0	209	0	0	0	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	17	0	0	0	0	0	0	0	0	195	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-516-571	0	0	22	0	0	0	72	0	0	0	0	5	0	0	0	0	237	18	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	9	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-766-303	0	0	5	0	0	0	212	0	0	0	0	35	0	0	0	27	47	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	11	10	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-403-900	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	3	64	49	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	153	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
