Assemblage_Name	0-3240661-5584060	1-1-0	1-1-4	0-7866543-4	2567713-1-1	5914932-4-2	0-3-9290877	3605234-3-0	1621026-3-0	0-3-4862568	0-4-2	0-651861-5136190	7969813-3-0	0-4-4	699068-1-1	0-3-5949628	0-297677-2	8614614-3-0	3164783-7174693-1	0-651861-9480190	3164783-1-7116511	0-651861-9738000	3904170-1-1	3763011-3-0	4670631-651861-2	5384008-4-2	1331120-1-1	1487579-3-0	0-3240661-7541353	3-0-1	0-3-6013753	0-3-7960777	3164783-1-909760	0-3-2465988	3164783-1-4959381	0-3-0	0-3-9476160	0-6413989-2	0-6000027-2	0-651861-6089384	2810884-1-4	1-1787793-4	3164783-1-1	3164783-8578904-1	2827629-651861-2	0-3240661-4	0-3-3237264	0-3-4306539	0-651861-2	0-8340334-0
assemblage-404-873	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	127	0	0	22	0	0	21	5
assemblage-574-599	0	8	134	0	0	0	0	0	0	0	185	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	14	0	0	0	0	0	29	2
assemblage-574-610	0	26	151	0	0	0	0	0	0	0	62	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	26	0	0	0	0	0	0	10
assemblage-822-107	0	17	179	0	0	0	0	0	0	0	54	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	31	0	0	0	0	0	0	3
assemblage-278-277	0	82	153	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	163	0	0	0	0	0	0	10
assemblage-204-828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	114	0	0	5	0	0	0	14
assemblage-157-167	0	24	179	0	0	0	0	0	0	0	58	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	180	0	0	0	0	0	0	43	0	0	0	0	0	0	2
assemblage-643-151	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	121	0	6	0	73	0	78	8
assemblage-411-992	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	27	0	0	0	0	0	58	14
assemblage-1010-584	0	0	69	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	177	0	0	0	0	0	5	13
assemblage-514-764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	63	0	0	0	84	0	0	6
assemblage-829-98	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	38	0	0	48	0	0	140	7
assemblage-386-815	0	0	3	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	9	0	0	0	0	123	0	0	51	0	0	113	16
assemblage-963-874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	4	12	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	152	0	0	0	0	0	0	7
assemblage-781-441	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	307	0	0	0	0	0	0	64	19	0	25	46	0	0	1
assemblage-369-820	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	20	0	0	0	82	0	0	0	0	0	35	4
assemblage-725-344	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	21	0	0	0	73	0	0	0	0	0	39	6
assemblage-617-789	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	211	0	0	0	11	0	34	2
assemblage-99-464	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-354-873	0	0	49	0	0	0	0	0	0	0	92	0	0	0	0	0	10	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	126	0	0	0	0	0	44	10
assemblage-405-1011	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	181	0	0	37	45	0	69	3
assemblage-859-854	0	0	5	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	10	0	0	0	0	126	0	0	48	0	0	103	10
assemblage-443-264	0	0	80	0	0	0	0	0	0	0	167	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	162	0	0	0	0	0	0	10
assemblage-734-252	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	50	0	0	57	0	0	140	5
assemblage-449-851	0	29	229	0	0	0	0	0	0	0	35	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	87	0	0	0	0	0	0	4
assemblage-395-985	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	16	0	0	0	0	0	61	2
assemblage-730-350	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	183	0	0	170	0	0	26	8
assemblage-405-899	0	0	0	0	0	0	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	230	0	0	26	0	0	18	5
assemblage-747-371	0	0	43	0	0	0	0	0	0	0	55	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	81	0	0	30	0	0	177	1
assemblage-906-247	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	189	0	0	135	0	0	17	3
assemblage-475-256	0	0	7	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	225	0	0	20	0	0	0	6
assemblage-644-161	0	0	0	0	0	0	0	0	0	0	9	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	185	0	0	39	0	0	13	17
assemblage-367-421	0	0	61	0	0	0	0	0	0	0	33	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	123	0	0	45	0	0	118	2
assemblage-564-597	0	10	166	0	0	0	0	0	0	0	174	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	25	0	0	0	0	0	15	2
assemblage-638-795	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	229	0	0	24	0	0	10	2
assemblage-783-932	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	240	0	0	27	0	0	0	3
assemblage-996-803	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	184	0	0	0	21	0	27	0
assemblage-352-856	0	0	18	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	141	0	0	55	0	0	122	5
assemblage-777-942	0	0	84	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	159	0	0	0	0	0	92	12
assemblage-1007-738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	35	13	0	6	26	0	0	4
assemblage-361-855	0	0	30	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	137	0	0	79	0	0	98	6
assemblage-992-559	0	4	167	0	0	0	0	0	0	0	2	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	16	0	0	0	0	0	124	0	0	0	0	0	0	6
assemblage-648-158	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	155	0	0	0	66	0	57	10
assemblage-166-138	0	39	262	0	0	0	0	0	0	0	24	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	66	0	0	0	0	0	0	11
assemblage-632-142	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	231	0	0	36	0	0	7	4
assemblage-217-302	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	117	0	0	0	9	0	0	119	0	12	0	0	0	166	15
assemblage-927-210	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	158	0	0	177	0	0	19	12
assemblage-805-119	0	20	274	0	0	0	0	0	0	0	27	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	74	0	0	0	0	0	0	2
assemblage-877-870	0	0	5	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	6	0	0	0	0	114	0	0	78	0	0	107	22
assemblage-804-94	0	41	30	0	0	0	0	0	0	0	47	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	207	0	0	0	0	0	0	6
assemblage-745-228	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	48	0	0	0	0	0	78	11
assemblage-128-456	0	0	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	13
assemblage-207-294	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	2	115	0	0	0	6	0	0	114	0	8	0	0	0	164	17
assemblage-996-553	0	0	61	0	0	0	0	0	0	0	23	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	96	0	0	43	0	0	154	1
assemblage-775-444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	418	0	0	0	0	0	0	27	16	0	6	25	0	0	5
assemblage-969-450	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	58	14	0	51	28	0	0	3
assemblage-340-860	0	0	76	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	159	0	0	0	0	0	122	4
assemblage-259-293	0	90	165	0	0	0	0	0	0	0	73	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	152	0	0	0	0	0	0	6
assemblage-368-454	0	0	49	0	0	0	0	0	0	0	185	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	173	0	0	0	0	0	0	8
assemblage-782-422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	33	13	0	17	32	0	0	6
assemblage-773-447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	138	18	0	0	7	0	0	10
assemblage-500-313	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	46	0	0	25	0	0	76	15
assemblage-215-804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0	0	0	0	0	111	0	0	0	6	1	0	8
assemblage-774-925	0	0	155	0	0	0	0	0	0	0	2	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	135	12	0	0	0	0	0	126	0	0	0	0	0	0	8
assemblage-758-234	0	0	6	13	0	0	0	0	0	0	61	0	0	0	0	17	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	96	0	0	67	0	0	103	3
assemblage-645-340	0	0	52	0	0	0	0	0	0	0	104	0	0	0	0	0	20	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	121	0	0	0	0	0	41	2
assemblage-127-497	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	42	0	0	50	0	0	81	4
assemblage-748-241	0	0	7	14	0	0	0	0	0	0	46	0	0	0	0	32	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	92	0	0	73	0	0	101	0
assemblage-91-467	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-494-764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	63	0	0	0	79	0	0	5
assemblage-377-823	0	0	51	0	0	0	0	0	0	0	65	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	67	0	0	20	0	0	178	3
assemblage-356-858	0	0	53	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	158	0	0	30	0	0	52	6
assemblage-449-849	0	9	168	0	0	0	0	0	0	0	160	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	22	0	0	0	0	0	29	5
assemblage-958-873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	126	0	0	0	8	0	0	13
assemblage-452-257	0	0	95	0	0	0	0	0	0	0	40	0	0	19	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	144	0	0	74	0	0	15	2
assemblage-735-342	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	196	0	0	143	0	0	7	14
assemblage-111-469	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-977-723	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	90	14	0	30	0	0	0	2
assemblage-379-581	0	8	30	0	0	12	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	16	0	0	0	0	0	382	0	0	0	0	0	0	15	0	0	0	0	0	0	4
assemblage-918-207	0	0	8	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	6	0	0	0	0	138	0	0	69	0	0	99	10
assemblage-805-964	0	0	15	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	141	0	0	86	0	0	116	8
assemblage-461-266	0	0	62	0	0	0	0	0	0	0	32	0	0	6	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	195	0	0	60	0	0	23	0
assemblage-383-590	0	7	47	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	22	0	0	0	0	0	368	0	0	0	0	0	0	9	0	0	0	0	0	0	6
assemblage-115-490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	75	0	0	7	128	0	57	8
assemblage-271-267	0	80	156	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	166	0	0	0	0	0	0	3
assemblage-183-819	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	105	26	0	64	66	0	33	4
assemblage-402-894	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	196	0	0	0	20	0	33	1
assemblage-385-579	0	15	25	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	20	0	0	0	0	0	378	0	0	0	0	0	0	20	0	0	0	0	0	0	6
assemblage-466-256	0	0	51	0	0	0	0	0	0	0	105	0	0	0	0	0	10	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	137	0	0	0	0	0	38	3
assemblage-445-852	0	0	174	0	0	0	0	0	0	0	178	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	21	0	0	0	0	0	15	10
assemblage-617-852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	30	12	0	18	29	0	0	9
