Assemblage_Name	906423-3-0	1-1-3	9033135-3-0	2873095-3-2239417	340785-3-0	3-3599417-6619223	3-3-4289548	3-3-0	2-7641181-0	2981604-3-0	940782-1-0	2-7641181-3241835	3-3-7633688	2366522-0-1	2650832-0-1	3-3599417-0	3-8969415-0	2-7641181-149049	0-0-1	2873095-3-7601022	2873095-3-3038909	2-9740852-0	2-8920112-0	3856645-3-0	9556330-3-0	2-1-3921145	788667-3-0	2873095-3-0	2-891670-0	2-7641181-8907481	3-3-4159959	1630110-1-0	3-411685-0	2-2653324-0	2-7641181-7544906	1-4-4	2873095-3-9268610	2-9156270-0	2-1-0	1-4-4908830	5095452-1-0	2-1-1481128	2-4842270-0	195779-3-0	5325734-3-0	1196020-3-0	2-1-4472224
assemblage-644-161	0	0	0	0	0	0	0	233	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	87	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	6
assemblage-367-421	0	0	0	0	0	0	0	87	162	0	0	19	13	0	0	0	0	8	22	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	63	0	0	64	0	14	0	0	0	0	0	7
assemblage-564-597	0	0	0	0	0	0	0	20	42	0	0	0	43	0	0	0	0	0	47	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	9	0	0	257	0	0	0	0	0	0	0	9
assemblage-638-795	0	0	0	0	0	0	0	246	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	83	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	1
assemblage-783-932	0	0	0	0	0	0	0	193	58	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	8
assemblage-996-803	0	0	0	0	0	0	0	210	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	191	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	5
assemblage-352-856	0	0	0	0	0	0	0	183	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	8
assemblage-777-942	0	0	0	0	0	0	0	152	197	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	4	0	0	74	0	0	0	0	0	0	0	3
assemblage-1007-738	0	0	0	0	0	0	0	140	59	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1
assemblage-361-855	0	0	0	0	0	0	0	222	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	12
assemblage-992-559	0	0	0	0	0	0	0	79	70	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	15	0	0	0	139	0	4	7	0	0	0	0	17
assemblage-648-158	0	0	0	0	0	0	0	296	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	80	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	33	7
assemblage-166-138	0	0	0	0	0	0	0	4	60	0	0	0	0	0	0	0	13	0	46	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	65	0	0	268	0	0	0	0	0	0	0	8
assemblage-632-142	0	0	0	0	0	0	0	262	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	66	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	8
assemblage-217-302	0	0	0	0	0	0	0	167	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	78	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	5
assemblage-927-210	0	0	0	0	0	0	0	331	44	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	64	0	0	0	0	0	0	0	5
assemblage-805-119	0	0	0	0	0	0	0	8	67	0	0	0	0	0	0	0	22	0	46	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	45	0	0	255	0	0	0	0	0	0	0	14
assemblage-877-870	0	0	0	0	0	0	0	276	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	158	0	0	0	0	0	0	0	10
assemblage-804-94	0	0	0	0	0	0	0	138	0	0	0	0	12	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	222	0	0	0	0	0	0	0	19
assemblage-745-228	0	0	0	0	0	0	0	208	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	9	0	0	0	9	0	0	0	0	0	0	167	0	0	0	0	0	0	0	2
assemblage-128-456	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	25	0	32	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	291	0	0	0	0	0	0	0	8
assemblage-207-294	0	0	0	0	0	0	0	189	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	68	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	7
assemblage-996-553	0	0	0	0	0	0	0	71	174	0	0	37	8	0	0	0	0	15	33	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	53	0	0	49	0	13	0	0	0	0	0	8
assemblage-775-444	0	0	0	0	0	0	0	149	60	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1
assemblage-969-450	0	0	0	0	0	10	0	252	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	22	0	0	0	0	0	127	0	0	0	0	0	0	0	17
assemblage-340-860	0	0	0	0	0	0	0	176	197	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	10	0	0	52	0	0	0	0	0	0	0	4
assemblage-259-293	0	27	0	0	0	0	0	28	0	0	0	0	0	0	0	0	14	0	109	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	204	0	0	60	0	0	0	0	0	0	0	13
assemblage-368-454	0	0	0	0	0	0	0	208	47	0	0	0	0	0	11	0	0	0	10	0	0	5	0	0	0	0	0	22	0	0	0	0	0	0	0	7	0	0	182	0	0	0	0	0	0	0	8
assemblage-782-422	0	0	0	0	0	0	0	152	62	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	4
assemblage-773-447	0	0	0	0	0	0	0	271	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	13
assemblage-500-313	0	0	0	0	0	0	0	315	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	1
assemblage-215-804	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	15
assemblage-774-925	0	0	0	0	0	0	0	82	61	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	177	0	0	9	0	0	0	0	25
assemblage-758-234	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	27	0	0	0	0	64	0	0	0	0	0	0	0	8
assemblage-645-340	0	0	0	0	0	0	0	117	85	0	0	0	0	0	0	0	0	15	52	0	0	0	0	0	0	15	0	11	0	17	0	0	0	0	0	44	0	0	138	0	0	0	0	0	0	0	6
assemblage-127-497	0	0	0	0	0	0	0	301	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	5
assemblage-748-241	0	0	0	0	0	0	0	373	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	30	0	0	0	0	0	18	0	0	0	0	65	0	0	0	0	0	0	0	3
assemblage-91-467	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	16	0	24	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	316	0	0	0	0	0	0	0	13
assemblage-494-764	0	0	0	0	0	0	0	213	118	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	28
assemblage-377-823	0	0	0	0	0	0	0	182	81	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	198	0	0	0	0	0	0	0	4
assemblage-356-858	0	0	0	0	0	0	0	177	94	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	11	0	0	155	0	0	0	0	0	0	0	10
assemblage-449-849	0	0	0	0	0	0	0	34	34	0	0	0	24	0	0	0	0	0	56	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	4	0	0	253	0	0	0	0	0	0	0	15
assemblage-958-873	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	10
assemblage-452-257	0	0	0	18	0	0	0	70	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	9	0	0	287	0	37	0	0	3	0	0	8
assemblage-735-342	0	0	0	0	0	0	0	322	45	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	49	0	0	0	0	0	0	0	6
assemblage-111-469	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	33	0	26	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	299	0	0	0	0	0	0	0	5
assemblage-977-723	0	0	0	0	0	0	0	181	19	0	0	0	0	0	0	47	0	0	0	0	0	0	0	8	0	0	8	200	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0
assemblage-379-581	0	12	0	0	0	0	0	36	64	0	0	0	0	111	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	19
assemblage-918-207	0	0	0	0	0	0	0	279	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	159	0	0	0	0	0	0	0	7
assemblage-805-964	0	0	0	0	0	0	0	189	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	7
assemblage-461-266	0	0	0	9	0	0	0	73	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	10	0	0	284	0	32	0	0	6	0	0	12
assemblage-383-590	0	4	0	0	0	0	0	26	55	0	0	0	0	120	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	14
assemblage-115-490	0	0	0	0	0	0	0	211	34	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
assemblage-271-267	0	29	0	0	0	0	0	25	0	0	0	0	0	0	0	0	12	0	109	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	217	0	0	53	0	0	0	0	0	0	0	10
assemblage-183-819	0	0	0	0	0	0	0	187	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	5
assemblage-402-894	0	0	0	0	0	0	0	236	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	176	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	3
assemblage-385-579	0	8	0	0	0	0	0	27	53	0	0	0	0	112	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	260	0	0	0	0	0	0	0	15
assemblage-466-256	0	0	0	0	0	0	0	119	102	0	0	0	0	0	0	0	0	12	41	0	0	0	0	0	0	5	0	17	0	11	0	0	0	0	0	58	0	0	134	0	0	0	0	0	0	0	1
assemblage-445-852	5	0	0	0	0	0	0	26	49	0	0	0	31	0	0	0	0	0	58	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	8	0	0	238	0	0	0	0	0	0	0	9
assemblage-617-852	0	0	0	0	0	0	0	151	51	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	7
