Assemblage_Name	906423-3-0	1-1-3	9033135-3-0	2873095-3-2239417	340785-3-0	3-3599417-6619223	3-3-4289548	3-3-0	2-7641181-0	2981604-3-0	940782-1-0	2-7641181-3241835	3-3-7633688	2366522-0-1	2650832-0-1	3-3599417-0	3-8969415-0	2-7641181-149049	0-0-1	2873095-3-7601022	2873095-3-3038909	2-9740852-0	2-8920112-0	3856645-3-0	9556330-3-0	2-1-3921145	788667-3-0	2873095-3-0	2-891670-0	2-7641181-8907481	3-3-4159959	1630110-1-0	3-411685-0	2-2653324-0	2-7641181-7544906	1-4-4	2873095-3-9268610	2-9156270-0	2-1-0	1-4-4908830	5095452-1-0	2-1-1481128	2-4842270-0	195779-3-0	5325734-3-0	1196020-3-0	2-1-4472224
assemblage-793-937	0	0	0	0	0	0	0	182	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	11
assemblage-642-157	0	0	0	0	0	0	0	299	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	93	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	29	13
assemblage-386-578	0	0	0	0	0	0	0	21	77	0	0	0	0	99	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	11
assemblage-607-790	0	0	0	0	0	0	0	295	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	87	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	50	8
assemblage-912-205	0	0	0	0	0	0	0	169	84	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	201	0	0	0	0	0	0	0	6
assemblage-410-1014	0	0	0	0	0	0	0	359	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	9
assemblage-620-164	0	0	0	0	0	0	0	253	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	86	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	4
assemblage-951-342	9	0	0	0	0	0	0	110	30	0	0	0	49	0	0	0	0	0	48	0	0	0	0	0	0	0	0	108	17	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	6
assemblage-799-102	0	0	0	0	0	0	0	129	7	0	0	0	24	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	228	0	0	0	0	0	0	0	8
assemblage-352-864	0	0	0	0	0	0	0	116	86	0	0	0	0	0	0	0	0	11	76	0	0	0	0	0	0	0	0	20	0	8	0	0	0	0	0	39	0	0	136	0	0	0	0	0	0	0	8
assemblage-963-868	0	0	0	0	0	0	0	173	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	18
assemblage-357-864	0	0	0	0	0	0	0	161	211	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	9
assemblage-344-429	0	0	0	0	0	0	0	60	163	0	0	21	6	0	0	0	0	12	32	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	73	0	0	76	0	9	0	0	0	0	0	6
assemblage-290-286	0	31	0	0	0	0	0	20	0	0	0	0	0	0	0	0	14	0	119	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	195	0	0	67	0	0	0	0	0	0	0	15
assemblage-363-462	0	0	0	0	0	0	0	192	69	0	0	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	4	0	0	185	0	0	0	0	0	0	0	3
assemblage-489-327	0	0	0	0	0	0	0	385	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	6
assemblage-756-230	0	0	0	0	0	0	0	211	40	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	15	0	104	0	0	0	0	0	0	0	7	0	0	101	0	0	0	0	0	0	0	9
assemblage-463-280	0	0	0	16	0	0	0	92	29	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	10	0	0	262	0	30	0	0	5	0	0	5
assemblage-216-821	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	10	11
assemblage-669-336	0	0	0	0	0	0	0	127	88	0	0	0	0	0	0	0	0	10	66	0	0	0	0	0	0	6	0	7	0	9	0	0	0	0	0	31	0	0	153	0	0	0	0	0	0	0	3
assemblage-119-470	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	24	0	26	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	286	0	0	0	0	0	0	0	16
assemblage-791-118	0	0	0	0	0	0	0	58	109	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	281	0	11	0	0	0	0	0	10
assemblage-958-370	11	0	0	0	0	0	0	115	28	0	0	0	55	0	0	0	0	0	39	0	0	0	0	0	0	0	0	112	10	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	9
assemblage-107-490	0	0	0	0	0	0	0	373	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	3
assemblage-949-365	7	0	0	0	0	0	0	136	34	0	0	0	41	0	0	0	0	0	48	0	0	0	0	0	0	0	0	88	7	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	10
assemblage-516-770	0	0	0	0	0	0	0	217	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	8
assemblage-770-926	0	0	0	0	0	0	0	90	65	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	10	0	0	0	162	0	9	6	0	0	0	0	6
assemblage-395-903	0	0	0	0	0	0	0	225	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	95	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	2
assemblage-563-597	5	0	0	0	0	0	0	33	25	0	0	0	39	0	0	0	0	0	36	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	17	0	0	258	0	0	0	0	0	0	0	7
assemblage-816-95	0	0	0	0	0	0	0	206	42	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	9	0	117	0	0	0	0	0	0	0	4	0	0	99	0	0	0	0	0	0	0	9
assemblage-471-239	0	0	0	0	0	0	0	178	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	12
assemblage-262-172	0	0	0	0	0	0	0	203	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	11
assemblage-983-722	0	0	0	0	0	0	0	172	38	0	0	0	0	0	0	62	0	0	0	0	0	0	0	9	0	0	5	168	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	3
assemblage-657-321	0	0	0	0	0	0	0	155	208	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	10	0	0	63	0	0	0	0	0	0	0	10
assemblage-925-224	0	0	0	0	0	0	0	261	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	71	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	13
assemblage-945-351	10	0	0	0	0	0	0	100	31	0	0	0	36	0	0	0	0	0	43	0	0	0	0	0	0	0	0	111	8	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	3
assemblage-271-166	0	0	0	0	0	0	0	186	129	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	10	0	0	82	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	10	7
assemblage-604-798	0	0	0	0	0	0	0	243	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	85	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	1
assemblage-906-226	0	0	0	0	0	0	0	298	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	152	0	0	0	0	0	0	0	5
assemblage-618-855	0	0	0	0	0	0	8	279	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	11	0	10	0	0	0	0	0	0	0	5
assemblage-510-764	0	0	0	0	0	0	0	189	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	4
assemblage-272-157	0	0	0	0	0	0	0	229	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	6
assemblage-1005-552	0	0	0	0	0	0	0	190	71	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	8	0	0	180	0	0	0	0	0	0	0	11
assemblage-755-235	0	0	0	0	0	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	15	0	0	0	0	84	0	0	0	0	0	0	0	11
assemblage-1009-796	0	0	0	0	0	0	0	243	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	175	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	1
assemblage-937-434	0	0	0	0	0	0	0	207	40	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	23
assemblage-117-516	0	0	0	0	0	0	0	308	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	3
assemblage-524-564	0	0	0	0	0	0	0	196	57	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	20	0	90	0	0	0	0	0	0	0	6	0	0	112	0	0	0	0	0	0	0	8
assemblage-213-296	0	0	0	0	0	0	0	356	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2
assemblage-753-311	0	0	0	0	0	0	0	314	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	4
assemblage-505-307	0	0	0	0	0	0	0	195	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	65	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	8
assemblage-205-814	0	0	0	0	0	0	0	183	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	6
assemblage-371-826	0	0	0	0	0	0	0	286	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	63	0	0	9	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	3
assemblage-533-582	0	0	0	0	0	0	0	358	9	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	5
assemblage-808-943	0	0	0	0	0	0	0	174	67	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	2
assemblage-596-807	0	0	0	0	0	0	0	249	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	112	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	8	6
assemblage-540-587	0	0	0	0	0	0	0	198	39	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	20	0	126	0	0	0	0	0	0	0	4	0	0	90	0	0	0	0	0	0	0	15
assemblage-447-857	0	0	0	0	0	0	0	62	48	0	0	0	16	0	0	0	0	0	26	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	31	0	0	263	0	5	0	0	0	0	0	10
assemblage-736-358	0	0	0	0	0	0	0	325	47	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	50	0	0	0	0	0	0	0	1
assemblage-958-360	6	0	0	0	0	0	0	122	32	0	0	0	35	0	0	0	0	0	47	0	0	0	0	0	0	0	0	105	13	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	7
assemblage-454-843	0	0	0	0	0	0	0	162	7	0	0	0	37	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	198	0	0	0	0	0	0	0	13
assemblage-402-993	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	21	0	0	0	0	59	0	0	0	0	0	0	0	13
assemblage-866-859	0	0	0	0	0	0	0	182	69	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	211	0	0	0	0	0	0	0	7
assemblage-985-738	0	0	0	0	0	0	0	290	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	8
assemblage-801-92	0	0	0	0	0	0	0	206	49	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	14	0	105	0	0	0	0	0	0	0	9	0	0	100	0	0	0	0	0	0	0	7
assemblage-771-316	0	0	0	0	0	0	0	319	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	3
assemblage-977-744	0	0	0	0	0	0	0	131	51	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2
assemblage-368-829	0	0	0	0	0	0	0	299	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	126	0	0	0	0	0	0	0	12
assemblage-278-161	0	0	0	0	0	0	0	189	133	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	8	0	0	69	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	16	6
assemblage-516-571	0	0	0	0	0	0	0	228	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	6	0	0	0	0	0	0	131	0	0	0	0	0	0	0	9
assemblage-766-303	0	0	0	0	0	0	0	157	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	51	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	12
assemblage-403-900	0	0	0	0	0	0	0	249	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	53	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	1
assemblage-768-310	0	0	0	0	0	0	0	300	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	1
assemblage-112-482	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	35	0	34	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	265	0	0	0	0	0	0	0	12
assemblage-630-843	0	0	0	0	0	0	0	311	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	6
assemblage-145-505	0	0	0	0	0	0	0	160	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	70	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	11
assemblage-943-353	15	0	0	0	0	0	0	123	31	0	0	0	51	0	0	0	0	0	41	0	0	0	0	0	0	0	0	97	10	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	3
assemblage-212-820	0	0	0	0	0	0	0	221	112	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	4	6	4
assemblage-401-583	0	5	0	0	0	0	0	22	65	0	0	0	0	121	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	275	0	0	0	0	0	0	0	3
assemblage-605-799	0	0	0	0	0	0	0	240	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	96	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	6
assemblage-874-862	0	0	0	0	0	0	0	322	44	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	57	0	0	0	0	0	0	0	4
assemblage-755-317	0	0	0	0	0	0	0	180	43	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	2
assemblage-441-260	0	0	0	0	0	0	0	92	150	0	0	34	11	0	0	0	0	8	21	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	60	0	0	69	0	11	0	0	0	0	0	9
assemblage-666-310	0	0	0	0	0	0	0	175	57	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	12
assemblage-400-1003	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	28	0	0	0	0	0	17	0	0	0	0	66	0	0	0	0	0	0	0	4
assemblage-275-182	0	0	0	0	0	0	0	161	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	4
assemblage-823-94	0	0	0	0	0	0	0	223	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	10	0	0	0	0	0	0	159	0	0	0	0	0	0	0	6
assemblage-756-921	0	0	0	0	0	0	0	203	68	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	11	0	0	177	0	0	0	0	0	0	0	3
assemblage-466-841	0	0	0	0	0	0	0	172	8	0	0	0	17	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	186	0	0	0	0	0	0	0	16
assemblage-961-871	0	0	0	0	0	0	0	204	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	19
assemblage-109-487	0	0	0	0	0	0	0	209	42	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	1
assemblage-403-596	0	3	0	0	0	0	0	36	63	0	0	0	0	109	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	12
assemblage-367-419	0	0	0	0	0	0	0	60	148	0	0	28	15	0	0	0	0	10	27	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	87	0	0	63	0	9	0	0	0	0	0	7
assemblage-843-848	0	0	0	0	0	0	0	263	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	77	0	0	10	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	13
assemblage-442-845	0	0	0	0	0	0	0	55	87	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	290	0	24	0	0	0	0	0	7
assemblage-954-864	0	0	0	0	0	0	0	160	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	9
assemblage-355-450	0	0	0	0	0	0	0	64	78	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	149	0	9	8	0	0	0	0	17
assemblage-103-500	0	0	0	0	0	0	0	168	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	77	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	7
assemblage-762-377	0	0	0	0	0	0	0	303	48	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	61	0	0	0	0	0	0	0	7
assemblage-775-937	0	0	0	0	0	0	0	173	184	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	12	0	0	64	0	0	0	0	0	0	0	4
assemblage-641-859	0	0	0	0	0	0	0	298	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	8
assemblage-918-230	0	0	0	0	0	0	0	190	69	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	199	0	0	0	0	0	0	0	6
assemblage-385-584	0	10	0	0	0	0	0	24	63	0	0	0	0	112	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	267	0	0	0	0	0	0	0	14
assemblage-514-309	0	0	0	0	0	0	0	212	47	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0
assemblage-645-144	0	0	0	0	0	0	0	258	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	63	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	5
