Assemblage_Name	2-7748413-143682	1-8856005-4496511	5938661-2-2	2-6128381-3	8273525-7621349-3	2-1266365-3	1674078-2-1	1-2220108-1	7011820-3-7078637	5651021-7194410-1270782	2-7885305-1270782	5827985-3-8190683	6396597-2-3	3-2338383-3	2-4-2493388	9413295-5713577-1270782	6248735-6128381-3	9104846-4-143682	4-837673-6423603	4-8592483-1	4-8626599-3	3-2-3	1-2-4335505	3-8185073-3	4-6724181-3	1464827-3-0	4-2-1500939	3231876-4-3	3559313-1-3	6652238-7621349-3	9413295-4-9333619	5100994-4-1270782	7367320-2-3	2-4-143682	2-737407-143682	5827985-3-0	2-4-3	4-2-7353485	4-8990699-1	4-2-9480375	1-2-1	4-2-2765993	4-3-0	1260061-4-143682	7192562-837673-7483800	2-2-1	2-4-6916402	0-787345-2	4-2-8413664	4-6104783-3	2-8340330-3	3849597-1-3	4-2-1064316	6652238-6272890-3	4-837673-3	2-7194410-1270782	0-2-2	2-4-2856861	2-2170712-143682	9413295-4-1270782	5138994-2-1	4-2-3	4-2-1	3559313-1-5258562	2-7882508-143682	2-2-7072932	2-4-1270782	1-2-4496511	6147432-2-3	5827985-3-7078637	9263013-2-3	2-4-8024483	2-4242436-3	2-7868930-3	4960978-3-5653739	2-8927348-143682	4-2-7538358	4-0-4	4960978-3-2	4-2-7776328	2433045-3-8190683	6396597-2-5533167	4-9679683-4	2-4-4968652	4-2-590978	6652238-7621349-441427	4-2-1901796
assemblage-541-414	5	0	0	0	3	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	5	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	159	136	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
assemblage-619-790	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8	0	0	0	0	0	0	195	104	0	0	0	0	0	9	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	52
assemblage-565-445	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	222	95	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	52
assemblage-505-378	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	200	113	0	0	0	0	0	3	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	44
assemblage-641-457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	10	102	0	0	0	0	4	0	0	12	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	203	78	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	9	0	0	0	0	45
assemblage-491-505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	10	104	0	0	0	0	3	0	0	6	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	206	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
assemblage-575-573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	5	107	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	209	80	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	62
assemblage-478-729	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	123	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	215	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-662-471	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10	136	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	213	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
assemblage-609-260	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	6	0	0	7	0	0	0	0	0	0	0	0	0	0	0	18	139	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	189	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-429-313	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	21	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	23
assemblage-504-605	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	21	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	26
assemblage-326-635	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	32
