Assemblage_Name	2-6443178-1	3000724-2457413-1	2-8084595-1	4-5867786-2	2-2457413-1	5312224-1631767-2	6280247-3-0	8448364-3-1	2-2-5720163	3-1-4	2-3-7027246	2-3-446994	0-1-367108	2-9179837-2	2-6791231-1	9125475-2-2	6570683-2-2	2-3-8187687	4-6773354-2	2-5682334-8187687	3-1-8704070	4-4178752-5897661	2-2457413-8422497	2-3-1	2-2-3	2-2-2	4-2-2	9889705-2457413-1	3-4-4	1-0-1	2-3208059-7534600	4-1631767-2	4-2434667-2	72147-2-2	2-2-7264905	4-6866587-4	4-1325112-2	4-3-0	4-2-768012	3-4-4619436	3703156-2-2
assemblage-542-538	0	0	0	0	14	0	0	0	0	7	0	0	0	0	0	0	0	0	15	0	0	11	0	99	18	76	62	0	39	0	28	0	0	6	0	0	0	59	31	0	25
assemblage-702-733	10	0	0	14	89	0	0	0	0	0	0	0	0	10	0	0	0	3	0	9	0	0	1	70	0	75	85	0	22	0	0	0	0	0	0	0	0	63	26	0	23
assemblage-496-588	0	0	0	20	180	0	0	0	0	0	0	0	0	6	0	8	0	0	0	24	0	0	21	38	0	42	59	0	9	0	0	0	0	0	0	0	0	48	10	0	35
assemblage-462-573	21	11	0	0	172	14	0	2	0	0	22	39	0	0	11	0	0	0	0	0	0	0	0	0	0	21	48	0	0	0	0	90	0	0	0	0	0	9	0	0	26
assemblage-504-504	28	0	17	0	178	0	0	0	0	0	6	16	0	0	0	0	0	0	0	14	0	0	22	15	0	41	35	0	0	0	0	16	3	0	0	0	23	54	0	0	32
assemblage-578-596	0	0	0	17	189	0	0	0	0	0	0	0	0	13	0	18	0	0	0	24	0	0	11	35	0	47	64	0	7	0	0	0	0	0	0	0	0	28	13	0	34
assemblage-392-436	44	13	29	0	126	6	8	7	0	0	7	18	0	0	8	0	0	0	0	8	0	0	0	8	0	57	39	19	0	0	0	35	12	0	0	0	11	6	0	0	35
assemblage-414-450	24	9	14	0	166	32	6	6	0	0	24	30	0	0	13	0	0	0	0	9	0	0	0	0	0	36	34	0	0	0	0	65	0	0	0	0	0	0	0	0	17
assemblage-593-363	0	0	0	0	8	0	0	0	0	6	0	0	7	0	0	0	0	0	9	0	0	0	0	61	11	81	68	0	28	0	32	0	0	13	0	0	0	71	54	0	36
assemblage-455-462	24	0	0	15	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	32	0	66	32	0	0	0	0	0	0	0	0	0	24	56	0	0	37
assemblage-459-519	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	15	0	9	8	0	77	16	67	67	0	54	16	28	0	0	0	0	20	0	21	7	0	46
assemblage-703-427	0	0	0	0	100	0	0	0	2	0	0	0	0	0	0	0	6	12	0	0	0	0	0	109	0	53	88	0	0	0	14	0	0	7	4	0	0	57	18	7	14
assemblage-582-448	43	11	23	0	150	0	0	8	0	0	0	13	0	0	14	0	0	0	0	0	0	0	9	7	0	42	82	4	0	0	0	33	10	0	0	0	11	7	0	0	33
assemblage-701-642	0	0	0	0	47	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	37	136	0	20	0	16	0	0	4	0	0	0	55	39	0	29
assemblage-402-473	23	6	39	0	126	0	6	14	0	0	14	18	0	0	11	0	0	0	0	0	0	0	13	4	0	58	80	8	0	0	0	40	0	0	0	0	7	5	0	0	20
assemblage-391-539	0	0	0	0	0	0	0	0	0	23	0	0	9	0	0	0	0	0	2	0	13	10	0	91	23	73	35	0	78	24	22	0	0	0	0	18	0	19	9	0	45
assemblage-394-542	19	0	0	8	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	4	24	0	66	29	0	0	0	0	0	0	0	0	0	37	45	0	0	16
assemblage-779-734	0	0	0	0	39	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	115	0	62	122	0	30	0	17	0	0	5	0	0	0	44	33	0	21
assemblage-488-519	0	0	0	0	95	0	0	0	11	0	0	0	0	12	0	0	12	0	0	0	0	0	0	97	0	40	96	0	5	0	7	0	0	6	15	0	0	47	18	15	24
assemblage-664-563	25	9	4	0	194	0	0	0	0	0	0	15	0	0	0	0	0	0	0	5	0	0	21	16	0	47	36	0	0	0	0	11	16	0	0	0	37	41	0	0	21
