Assemblage_Name	4301618-3-1	966978-2216770-3	2263114-8403351-3	5473498-3-4876038	4-6050819-0	9303804-4641444-3	1-3-4876038	3121009-4-3	1832580-1046559-3	4-1-2632959	8965143-0-3	6474371-4-3	7548594-3-1	966978-5872756-3	9491039-3-1	1-8789010-1	1-3-285272	9303804-4-1519138	1-4-6930233	31689-4-5910369	1-1676979-3	1-4-6273992	1-1443946-3	1-7032431-1	1-4551189-1	8330911-4-3	5007301-4-5910369	6618053-4693009-4876038	1-4-6744212	1-5668141-3	4328871-3-1	0-0-3	1-9113436-5910369	1-4-5910369	5680517-4-3	1-362613-3	9303804-4-3456253	7035065-3-1	1-4-1383148	6456539-4-5910369	1-4-5197198	1-4-5751523	2329216-0-3	8795687-4-3	1-5230202-3	2-2-1	152082-4-3	8251099-4-3	1-3-8164662	9707522-3-1	4-520309-0	1-3-9304164	1-3-1	2-8852973-1	1-3699611-3	2263114-4557883-3	1832580-4-3	1832580-1148622-3	1-4-3	5614429-3-1	4184380-4-3	1-4-7121227	1-4864416-1	3050237-4-3	1-147071-4876038	1-6041815-3	6618053-3-4876038	1-6073972-3	2524837-3820565-1	5075875-4-3	4-1-0	966978-4-3	152082-4-4563955	836909-4-3	2263114-4-3	1-4-2453527	1-3-5034828	6664822-4-3	9670416-6073972-3	1-3-8187886	9303804-4-3	1-5590524-1	4-5463324-0	312703-4-3
assemblage-696-326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	35	0	0	0	0	0	163	0	0	31	0	0	0	0	0	0	0	0	81	46	0	0	0	0	0	0	0	0	0	0	0	41
assemblage-404-579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	138	0	0	0	0	0	214	0	0	0	0	0	0	0	0	26	0	0	7	0	0	0	7	0	0	0	0	0	30	0	0	32
assemblage-596-514	0	0	0	6	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	163	0	0	0	15	0	88	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	35	0	0	0	0	0	48	0	0	27
assemblage-387-549	0	0	0	17	0	23	31	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	7	0	0	0	0	4	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	38	0	0	32
assemblage-612-665	0	0	0	14	0	11	53	0	0	0	0	0	0	0	0	0	9	0	0	3	0	0	0	21	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	86	0	0	7	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	63	0	0	18
assemblage-432-615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	222	0	0	0	0	0	0	0	0	20	0	0	13	0	0	0	18	0	0	0	0	0	35	0	0	21
assemblage-767-668	0	0	0	0	0	0	28	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	183	0	0	0	16	0	98	0	0	0	0	0	0	0	0	25	0	0	5	0	0	0	31	0	0	0	0	0	43	0	0	38
assemblage-525-510	0	0	0	0	0	0	23	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	39	0	109	0	0	0	0	0	0	0	0	13	0	0	7	0	0	0	32	0	0	0	0	0	45	0	0	42
assemblage-543-479	0	0	0	9	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	9	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	158	0	0	0	6	0	105	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	20	0	0	0	0	0	48	0	0	29
assemblage-275-306	0	0	0	3	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	138	0	0	0	11	0	144	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	11	0	0	0	0	0	62	0	0	37
assemblage-436-616	0	0	0	0	0	5	46	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	77	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	50	0	0	16
assemblage-535-590	0	0	0	0	0	0	14	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	19	0	0	6	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	185	0	0	0	21	0	96	0	0	0	0	0	0	0	0	26	0	0	16	0	0	0	28	0	0	0	0	0	38	0	0	22
assemblage-496-517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	5	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	107	0	0	0	0	0	210	0	0	24	0	0	0	0	0	18	0	0	31	0	0	0	14	0	0	0	0	0	23	0	0	35
assemblage-511-550	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	26	0	10	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	121	0	0	0	0	0	192	0	0	15	0	0	0	0	0	10	0	0	33	0	0	0	17	0	0	0	0	0	15	0	0	38
assemblage-565-445	0	0	0	6	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	6	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	132	0	0	0	8	0	130	0	0	0	0	0	0	0	7	25	0	0	0	0	0	0	18	0	0	0	0	0	19	0	0	36
assemblage-392-520	0	0	0	0	0	7	56	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	84	0	0	11	0	0	96	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	79	0	0	0	0	0	39	0	0	14
assemblage-529-483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	68	0	0	0	0	0	160	0	0	41	0	0	0	0	0	0	0	0	83	45	0	0	0	0	0	0	0	0	0	0	0	34
assemblage-530-503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	79	0	0	0	6	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	43	0	0	0	0	0	154	0	0	36	0	0	0	0	0	0	0	0	62	50	0	0	0	0	0	0	0	0	0	0	0	36
assemblage-663-385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	45	0	0	0	0	0	153	0	0	43	0	0	0	0	0	0	0	0	68	48	0	0	0	0	0	0	0	0	0	0	0	44
assemblage-548-384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	91	0	0	0	0	0	226	0	0	13	0	0	0	0	0	0	0	0	41	7	0	0	14	0	0	0	0	0	22	0	0	20
assemblage-499-650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	20	0	148	0	0	0	0	0	0	0	0	28	0	0	24	0	0	0	41	0	0	0	0	0	43	0	0	25
assemblage-291-504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	6	0	0	25	0	0	0	0	0	0	68	0	0	0	0	0	162	0	0	26	0	0	0	0	0	0	0	0	72	33	0	0	0	0	0	0	0	0	0	0	0	28
assemblage-436-466	0	0	0	28	0	19	31	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	7	0	0	0	0	15	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	103	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	59	0	0	20
assemblage-502-519	0	0	0	0	0	12	61	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	82	0	0	12	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	47	0	0	18
assemblage-529-551	0	0	0	0	0	6	46	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	69	0	0	11	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	51	0	0	22
assemblage-472-658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	76	0	0	0	0	0	203	0	0	34	0	0	0	0	0	0	0	0	62	5	0	4	4	0	0	0	0	0	4	0	0	41
assemblage-521-552	0	0	0	14	0	10	46	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	84	0	0	23	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	39	0	0	10
assemblage-507-435	0	0	0	10	0	16	35	0	0	0	0	0	0	0	0	0	11	0	0	6	0	0	0	11	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	86	0	0	6	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	60	0	0	0	0	0	68	0	0	5
assemblage-521-555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	78	0	0	0	0	0	203	0	0	29	0	0	0	0	0	0	0	0	58	6	0	0	21	0	0	0	0	0	4	0	0	21
assemblage-444-561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	176	0	0	0	17	0	128	0	0	0	0	0	0	0	0	38	0	0	6	0	0	0	29	0	0	0	0	0	31	0	0	19
assemblage-463-336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	85	0	0	0	0	0	178	0	0	37	0	0	0	0	0	0	0	0	63	0	0	0	10	0	0	0	0	0	6	0	0	49
assemblage-384-352	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	96	0	0	0	0	0	183	0	0	30	0	0	0	0	0	0	0	0	71	8	0	0	1	0	0	0	0	0	7	0	0	26
assemblage-527-523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	5	0	13	0	0	0	0	0	0	0	0	12	0	0	0	8	0	0	0	0	0	0	0	0	0	13	0	0	0	0	162	0	0	0	12	0	136	0	0	0	0	0	0	0	0	26	0	0	7	0	0	0	48	0	0	0	0	0	27	0	0	18
assemblage-432-479	0	0	0	0	0	0	17	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	7	0	0	0	7	0	0	12	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	180	0	0	0	27	0	106	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	43	0	0	0	0	0	41	0	0	21
assemblage-544-611	0	0	0	0	0	8	45	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	69	0	0	3	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	57	0	0	18
assemblage-550-465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	83	0	0	0	0	0	151	0	0	29	0	0	0	0	0	0	0	0	65	0	0	0	6	0	0	0	0	0	14	0	0	45
assemblage-478-546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	218	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	17	0	0	0	0	0	47	0	0	29
assemblage-557-394	0	0	0	12	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	8	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	119	0	0	0	10	0	107	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	27	0	0	0	0	0	45	0	0	31
assemblage-371-326	0	0	0	7	0	0	27	0	7	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	9	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	157	0	0	0	6	0	107	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	14	0	0	0	0	0	48	0	0	25
assemblage-377-570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	37	0	141	0	0	0	0	0	0	0	0	16	0	0	18	0	0	0	42	0	0	0	0	0	47	0	0	30
assemblage-390-415	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	90	0	0	0	0	0	188	0	0	26	0	0	0	0	0	0	0	0	58	0	0	0	7	0	0	0	0	0	6	0	0	29
assemblage-394-439	6	0	0	0	0	0	26	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	161	0	0	0	22	0	97	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	31	0	0	7	0	0	38	0	0	40
assemblage-649-566	0	0	0	9	0	11	44	0	0	0	0	0	0	0	0	0	19	0	0	3	0	0	0	19	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	74	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	53	0	0	27
assemblage-603-296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	64	0	0	0	0	0	188	0	0	28	0	0	0	0	0	0	0	0	80	10	0	0	6	0	0	0	0	0	5	0	0	31
assemblage-538-178	0	0	0	16	0	3	34	0	0	0	0	0	0	0	0	0	8	0	0	11	0	0	0	16	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	101	0	0	19	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	54	0	0	15
assemblage-641-489	0	0	0	13	0	12	32	0	0	0	0	0	0	0	0	0	11	0	0	11	0	0	0	20	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	72	0	0	12	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	46	0	0	11
assemblage-616-551	0	0	0	6	0	0	42	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	145	0	0	0	4	0	130	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	19	0	0	0	0	0	39	0	0	35
assemblage-418-418	0	0	0	16	0	13	41	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	9	18	0	0	0	0	5	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	109	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	77	0	0	21
assemblage-587-430	0	0	0	7	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	183	0	0	0	20	0	96	0	0	0	0	0	0	0	0	15	0	0	9	0	0	0	31	0	0	0	0	0	52	0	0	28
