Assemblage_Name	3388647-0-3	2302878-4-1	1-2-2	1-4-2700691	1-4-1	1-4-2	1-1403380-1	9256124-0-3	1-2-3537876	2-1-4	3-0-3554715	3-0-3595302	3-0-3	4-3-2	3-5822272-3	1953712-4-1	1-4-9916324	8495541-0-3	0-3-0	9412560-0-3	1-2451513-1
assemblage-105-958	0	5	0	0	300	43	0	0	0	79	0	0	8	8	0	0	0	0	57	0	0
assemblage-469-877	0	0	13	0	302	14	31	0	0	26	0	0	106	0	0	0	0	0	7	0	1
assemblage-752-617	0	0	0	0	283	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	2
assemblage-376-844	0	0	0	0	47	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	5
assemblage-391-891	0	0	0	0	407	0	34	0	0	0	0	0	56	0	0	0	0	0	0	0	3
assemblage-371-189	0	0	0	0	439	0	0	0	0	12	0	0	45	0	0	0	0	0	0	0	4
assemblage-695-686	0	0	0	0	352	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	6
assemblage-923-801	0	0	0	0	283	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	2
assemblage-795-450	0	0	0	0	171	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	8
assemblage-812-136	0	0	0	0	295	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	2
assemblage-757-617	0	0	0	0	187	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0
assemblage-891-310	0	0	0	0	136	0	16	0	0	0	0	0	347	0	0	0	0	0	0	0	1
assemblage-370-847	0	0	0	0	311	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0
assemblage-861-791	0	0	0	0	262	0	0	0	29	46	0	0	153	0	0	0	0	0	0	0	10
assemblage-147-401	0	0	24	0	322	15	13	0	0	27	0	0	89	0	0	0	0	0	6	0	4
assemblage-388-860	0	0	0	0	286	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	1
assemblage-106-951	0	0	64	0	132	17	0	0	38	44	0	0	170	15	0	0	0	0	19	0	1
assemblage-267-745	16	0	0	0	72	0	0	0	0	0	0	0	412	0	0	0	0	0	0	0	0
assemblage-410-885	0	0	0	0	412	0	14	0	0	0	0	0	71	0	0	0	0	0	0	0	3
assemblage-149-384	0	0	4	0	296	0	0	0	0	22	0	0	170	0	0	0	0	0	0	0	8
assemblage-490-497	0	0	2	0	307	0	0	0	0	32	0	0	157	0	0	0	0	0	0	0	2
assemblage-803-471	0	0	0	0	355	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0
assemblage-102-526	0	0	0	0	358	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0
assemblage-262-256	0	0	77	8	123	0	0	0	115	7	0	0	159	0	0	0	0	0	0	0	11
assemblage-974-263	0	0	0	0	168	0	0	0	0	0	10	0	317	0	0	0	5	0	0	0	0
assemblage-673-671	0	0	0	0	324	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0
assemblage-423-115	0	0	0	0	327	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	5
assemblage-526-705	0	0	0	0	212	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	1
assemblage-187-516	0	0	0	0	237	0	0	0	0	0	0	0	252	0	0	0	4	0	0	0	7
assemblage-457-369	0	0	0	0	229	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	2
assemblage-402-869	0	0	0	0	409	0	16	0	0	0	0	0	73	0	0	0	0	0	0	0	2
assemblage-281-720	16	0	0	0	198	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0
assemblage-786-478	0	0	0	0	288	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0
assemblage-272-732	0	0	0	0	148	0	0	0	0	0	7	0	331	0	0	0	14	0	0	0	0
assemblage-254-263	0	0	66	15	90	0	0	0	104	4	0	0	213	0	0	0	0	0	0	0	8
assemblage-517-700	13	0	0	0	161	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0
assemblage-670-582	0	0	0	0	293	0	43	0	0	0	0	0	159	0	0	0	0	0	0	0	5
assemblage-896-310	0	0	0	0	289	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	3
assemblage-536-381	0	0	97	0	70	28	0	0	19	40	0	0	217	10	0	0	0	0	19	0	0
assemblage-380-183	0	0	0	0	426	0	0	0	0	17	0	0	52	0	0	0	0	0	0	0	5
assemblage-383-199	0	0	0	0	416	0	0	0	0	14	0	0	62	0	0	0	0	0	0	0	8
assemblage-397-865	0	0	0	0	267	0	39	0	0	0	0	0	186	0	0	0	0	0	0	0	8
assemblage-121-967	0	4	0	0	300	63	0	0	0	60	0	0	7	9	0	0	0	0	57	0	0
assemblage-521-357	0	0	100	0	290	0	0	0	9	18	0	0	37	25	0	0	0	0	19	0	2
assemblage-473-354	0	0	0	0	170	0	0	0	0	0	3	0	300	0	0	0	25	0	0	0	2
assemblage-409-893	0	0	0	0	190	0	9	0	0	0	0	0	301	0	0	0	0	0	0	0	0
assemblage-488-508	0	0	38	0	338	0	0	0	0	0	0	0	99	0	0	13	0	0	0	0	12
assemblage-948-296	0	0	166	0	58	0	0	0	0	142	0	0	131	0	0	0	0	0	0	0	3
assemblage-475-384	0	0	0	0	160	0	0	0	0	0	0	0	320	0	0	0	16	0	0	0	4
assemblage-488-504	0	0	14	0	299	10	21	0	0	31	0	0	115	0	0	0	0	0	7	0	3
assemblage-522-357	0	0	82	0	66	27	0	0	15	32	0	0	251	6	0	0	0	0	14	6	1
assemblage-176-500	0	0	0	0	55	0	0	0	0	0	0	0	444	0	0	0	0	0	0	0	1
