Assemblage_Name	3612469-4-0	1-9917792-3	4-7121248-4130772	1-2-1862753	3383144-7121248-3624132	4354244-2-3	1586621-2-3	4-7121248-3624132	1-2-7063353	7125916-7121248-3624132	4-7121248-4634235	4929451-7121248-3624132	7587474-9447352-3	4804733-2-3	3-1-4	9527511-7121248-3624132	1-2-8246538	1-4716228-3	1-6920418-3	4386512-2-3	1-3277181-1862753	1-2184538-1862753	1-1683227-3	4-1-3624132	1-1857450-3	5947481-2-3	1-2754858-1862753	4-7121248-7926316	1-6055490-3	4-7648477-3624132	9880719-8457693-4	1-2-1172892	1-8457693-4	1-2-3	1-2-4	1-9447352-3	4-7121248-8925099	1-4-4	3904273-2-3	4-1411017-3624132	4-9142428-3624132	1-5184650-1862753	4-7121248-2305452	4-7121248-3493997	4-3976132-3624132	3209685-2-3	4820574-1-3624132	4-6904276-3624132
assemblage-1006-705	0	0	0	77	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	253	0	4	0	35	0	0	0	0	0	0	0	0	0	9
assemblage-513-707	0	0	0	0	0	0	0	196	57	0	0	0	0	0	0	0	10	0	0	0	0	13	51	0	0	0	0	0	0	0	0	0	10	159	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-443-195	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	13	0	0	0	0	0	0	0	0	0	0	0	30
assemblage-475-384	0	0	0	59	0	0	0	124	0	0	0	0	0	12	0	0	0	0	16	0	0	0	8	0	10	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	10	0	0	0	0	4
assemblage-809-445	0	0	0	11	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	16	0	0	0	0	0	0	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-488-381	0	0	0	53	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-252-252	0	0	0	18	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-598-280	0	0	0	28	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-238-250	0	0	0	25	0	0	0	199	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	246	0	0	0	0	0	0	0	0	8	0	0	0	0	9
assemblage-803-761	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-684-671	0	0	0	19	6	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-664-667	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-424-664	0	0	0	67	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-424-663	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-919-801	0	0	0	63	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	4
