Assemblage_Name	193055-0-2	4-0-2468844	4-5894208-2	3-4-7441019	1-2-1	7573080-0-2	4-6626345-2	4-0-684341	1-2-613100	278555-0-2	1-4115641-1	3-4-4	7302410-2-1	4-0-2	4-5209052-2	0-3-4	1-2-3363485	1-2-5389097
assemblage-371-813	0	0	0	0	319	0	0	23	0	0	0	0	0	157	0	0	0	1
assemblage-172-952	0	0	0	0	369	0	0	24	0	0	0	0	0	104	0	0	0	3
assemblage-887-413	24	15	0	0	81	0	0	0	0	13	0	25	0	301	0	41	0	0
assemblage-333-235	0	0	0	0	215	0	0	0	0	0	0	0	0	282	0	0	0	3
assemblage-296-570	0	0	0	0	370	0	0	0	0	0	0	0	0	129	0	0	0	1
assemblage-292-563	0	0	0	0	278	0	0	13	0	0	0	0	0	209	0	0	0	0
assemblage-357-256	0	0	0	0	166	0	0	0	0	0	0	195	0	137	0	0	0	2
assemblage-897-536	0	0	0	0	0	0	0	0	0	0	0	494	0	0	0	0	0	6
assemblage-957-688	21	7	0	0	95	0	0	0	0	5	0	24	0	320	0	28	0	0
assemblage-344-340	0	0	0	0	215	0	0	0	0	0	0	0	0	285	0	0	0	0
assemblage-340-239	0	0	0	0	221	0	0	0	0	0	0	0	0	279	0	0	0	0
assemblage-928-253	18	5	0	0	104	0	0	0	0	13	0	15	0	318	0	27	0	0
assemblage-449-332	0	0	0	0	250	0	0	0	0	0	0	0	0	248	0	0	0	2
assemblage-261-238	0	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	1
assemblage-363-786	0	0	0	0	380	0	0	35	0	0	0	0	0	84	0	0	0	1
assemblage-279-115	0	0	0	0	71	0	0	0	0	13	0	72	0	234	0	110	0	0
assemblage-543-930	0	0	0	0	121	0	0	0	0	0	0	49	0	321	0	9	0	0
assemblage-629-460	0	0	0	0	17	0	0	0	0	0	0	179	0	155	0	149	0	0
assemblage-815-972	0	0	16	0	203	0	0	0	0	0	0	0	0	232	0	46	0	3
assemblage-597-662	0	0	0	0	55	0	0	0	0	0	0	101	0	319	0	19	0	6
assemblage-292-549	0	0	17	0	225	0	0	0	0	0	0	0	0	202	0	52	0	4
assemblage-631-459	0	0	0	0	12	0	0	0	0	0	0	192	0	176	0	119	0	1
assemblage-353-336	0	0	0	0	178	0	0	0	0	0	0	0	0	322	0	0	0	0
assemblage-293-129	0	0	0	0	114	0	0	0	0	0	0	94	0	281	0	11	0	0
assemblage-370-312	0	0	0	0	184	0	0	0	0	0	0	0	0	316	0	0	0	0
assemblage-929-253	0	0	0	0	13	0	0	0	0	0	0	0	0	393	0	88	0	6
assemblage-295-545	0	0	0	0	184	0	0	0	0	0	0	0	0	293	0	23	0	0
assemblage-646-853	0	0	0	0	167	0	0	0	0	0	0	0	0	314	0	13	0	6
assemblage-280-126	0	0	0	0	96	0	0	0	0	0	0	65	0	328	0	11	0	0
assemblage-925-992	0	0	0	0	69	0	0	0	0	0	0	18	0	363	0	48	0	2
assemblage-196-186	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	146	0	0
assemblage-941-247	22	2	0	0	101	0	0	0	0	18	0	14	0	315	0	27	0	1
assemblage-882-392	24	7	0	0	82	0	0	0	0	14	0	15	0	317	0	40	0	1
assemblage-623-454	0	0	0	0	19	0	0	0	0	0	0	195	0	166	0	120	0	0
assemblage-621-440	0	0	0	0	161	0	0	0	0	0	0	157	0	158	0	22	0	2
assemblage-898-394	0	0	0	0	9	0	0	0	0	0	0	10	0	456	0	23	0	2
assemblage-720-910	0	0	0	0	215	0	0	0	0	0	0	0	0	282	0	0	0	3
assemblage-237-258	0	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	1
assemblage-687-249	0	0	0	0	328	0	0	19	0	0	0	0	0	151	0	0	0	2
assemblage-642-861	0	0	8	0	205	0	0	0	0	0	0	0	0	220	0	60	0	7
assemblage-246-246	0	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	3
assemblage-759-877	0	0	0	0	14	0	0	0	0	0	0	113	0	346	0	27	0	0
assemblage-759-874	0	0	0	0	6	0	0	0	0	0	0	112	0	343	0	38	0	1
assemblage-923-236	0	0	0	0	11	0	0	0	0	0	0	3	0	464	0	22	0	0
assemblage-280-565	0	0	0	0	126	0	0	0	0	0	0	0	0	349	0	19	0	6
assemblage-628-854	0	0	8	0	231	0	0	0	0	0	0	0	0	212	0	44	0	5
assemblage-710-473	0	0	0	0	226	0	0	27	0	0	0	0	0	240	0	0	0	7
assemblage-277-528	0	0	0	0	18	0	0	0	0	0	0	0	0	471	0	9	0	2
assemblage-328-328	0	0	0	0	256	0	0	16	0	0	0	0	0	226	0	0	0	2
assemblage-630-846	0	0	0	0	18	0	0	0	0	0	0	0	0	466	0	8	0	8
assemblage-190-596	0	0	0	0	305	0	0	7	0	0	0	0	0	186	0	0	0	2
assemblage-359-271	0	0	0	0	7	0	0	0	0	0	0	131	0	322	0	38	0	2
assemblage-985-351	0	0	18	0	97	0	0	0	0	0	0	0	16	368	0	0	0	1
assemblage-597-671	0	0	0	0	74	0	0	0	0	0	0	13	0	308	0	98	0	7
assemblage-460-153	0	0	0	0	83	0	0	0	0	0	0	13	0	315	0	81	0	8
assemblage-684-472	0	0	0	0	263	0	0	100	0	0	0	0	0	136	0	0	0	1
assemblage-689-477	0	0	0	0	260	0	0	106	0	0	0	0	0	132	0	0	0	2
assemblage-308-566	0	0	0	0	331	0	0	0	0	0	0	0	0	168	0	0	0	1
assemblage-471-340	0	0	0	0	236	0	0	0	0	0	0	0	0	263	0	0	0	1
assemblage-922-687	0	0	0	0	4	0	0	0	0	0	0	14	0	454	0	26	0	2
assemblage-910-1006	0	0	0	0	66	0	0	0	0	9	0	72	0	259	0	92	0	2
assemblage-774-471	0	0	0	0	46	0	0	0	0	0	0	0	0	371	0	76	0	7
assemblage-239-868	0	0	0	0	107	0	0	0	0	0	0	115	0	263	0	15	0	0
assemblage-543-757	0	0	0	0	67	0	0	0	0	0	0	103	0	307	0	20	0	3
assemblage-615-216	0	0	0	0	185	12	0	17	0	0	0	0	0	282	0	0	0	4
assemblage-352-230	0	0	6	0	241	0	0	0	0	0	0	0	0	253	0	0	0	0
assemblage-614-458	0	0	0	0	158	0	0	0	0	0	0	167	0	172	0	0	0	3
assemblage-614-459	0	0	0	0	21	0	0	0	0	0	0	194	0	155	0	130	0	0
assemblage-598-655	0	0	0	0	32	0	0	0	0	25	0	19	0	325	0	98	0	1
assemblage-336-223	0	0	11	0	106	0	0	0	0	0	0	0	18	365	0	0	0	0
assemblage-787-982	0	0	0	0	9	0	0	0	0	0	0	0	0	476	0	8	0	7
assemblage-637-842	0	0	13	0	241	0	0	0	0	0	0	0	0	198	0	44	0	4
assemblage-912-277	10	0	0	0	90	0	0	0	0	0	0	0	0	376	0	23	0	1
assemblage-167-585	0	0	0	0	284	0	0	9	0	0	0	0	0	202	0	0	0	5
assemblage-605-243	0	0	0	0	72	0	0	0	0	0	0	0	0	420	0	0	0	8
assemblage-498-521	0	0	0	0	48	0	0	0	0	0	0	103	0	322	0	24	0	3
assemblage-594-235	0	0	0	0	72	0	0	0	0	0	0	0	0	423	0	0	0	5
assemblage-694-256	0	0	0	0	363	0	0	42	0	0	0	0	0	94	0	0	0	1
assemblage-160-161	0	0	0	0	164	0	0	0	0	0	0	175	0	156	0	0	0	5
assemblage-904-260	6	0	0	0	71	0	0	0	0	0	0	0	0	391	0	28	0	4
assemblage-206-182	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	134	0	0
assemblage-396-352	0	0	0	0	188	0	0	0	0	0	0	0	0	311	0	0	0	1
assemblage-178-601	0	0	0	0	123	0	0	23	12	0	0	0	0	341	0	0	0	1
assemblage-165-927	0	0	0	0	332	0	0	17	0	0	0	0	0	150	0	0	0	1
assemblage-712-891	0	0	0	0	173	0	5	0	0	0	0	0	0	320	0	0	0	2
assemblage-635-856	6	0	0	0	75	0	0	0	0	0	0	0	0	378	0	38	0	3
assemblage-412-358	0	0	0	0	77	0	0	0	0	0	0	0	0	416	0	0	0	7
assemblage-319-550	0	0	0	0	184	0	0	0	0	0	0	0	0	300	0	16	0	0
assemblage-259-333	0	0	8	0	89	0	0	0	0	0	0	0	9	392	0	0	0	2
assemblage-520-558	0	0	0	0	319	0	0	8	0	0	0	0	0	167	0	0	0	6
assemblage-160-196	0	0	0	0	189	0	0	0	0	0	0	123	0	169	0	17	0	2
assemblage-359-264	0	0	0	0	16	0	0	0	0	0	0	111	0	338	0	35	0	0
assemblage-520-549	0	0	0	0	301	0	0	25	0	0	0	0	0	174	0	0	0	0
assemblage-242-242	0	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	2
assemblage-929-680	0	0	0	0	14	0	0	0	0	0	0	0	0	405	0	75	0	6
assemblage-943-691	0	0	0	0	8	0	0	0	0	0	0	15	0	449	0	26	0	2
assemblage-305-132	0	0	0	0	68	0	0	0	0	11	0	78	0	231	0	111	0	1
assemblage-526-916	0	0	0	0	74	0	0	0	0	8	0	50	0	249	0	115	0	4
assemblage-358-789	0	0	0	0	303	0	0	24	0	0	0	0	0	171	0	0	0	2
assemblage-611-217	0	0	0	0	134	0	0	17	3	0	0	0	0	345	0	0	0	1
assemblage-670-392	0	0	0	0	165	7	0	22	0	0	0	0	0	300	0	0	0	6
assemblage-907-527	0	0	0	0	0	0	0	0	0	0	0	494	0	0	0	0	0	6
assemblage-358-786	0	0	0	0	200	0	0	33	0	0	0	0	0	261	0	0	0	6
assemblage-742-872	0	0	0	0	18	0	0	0	0	0	0	120	0	317	0	44	0	1
assemblage-627-458	0	0	0	0	169	0	0	0	0	0	0	141	0	170	0	20	0	0
assemblage-545-737	0	0	0	0	36	0	0	0	0	14	0	0	0	419	0	24	0	7
assemblage-606-238	0	0	0	0	296	0	0	13	0	0	0	0	0	190	0	0	0	1
assemblage-195-187	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	132	0	0
assemblage-171-608	0	0	0	0	279	0	0	86	0	0	0	0	0	133	0	0	0	2
assemblage-466-351	0	0	0	0	209	0	0	0	0	0	0	0	0	290	0	0	0	1
assemblage-687-910	0	0	5	0	241	0	0	0	0	0	0	0	0	253	0	0	0	1
assemblage-209-176	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	133	0	0
assemblage-281-541	0	0	0	0	31	0	0	0	0	0	0	0	0	465	0	0	0	4
assemblage-762-878	0	0	0	0	16	0	0	0	0	0	0	196	0	157	0	129	0	2
assemblage-181-190	0	0	0	0	31	0	0	0	0	0	0	126	0	306	0	35	0	2
assemblage-168-953	0	0	0	0	366	0	0	44	0	0	0	0	0	88	0	0	0	2
assemblage-990-345	0	0	0	0	165	0	0	0	0	0	0	0	0	328	0	0	0	7
assemblage-549-750	0	0	0	0	54	0	0	0	0	10	0	15	0	304	0	116	0	1
assemblage-480-335	0	0	0	0	240	0	0	0	0	0	0	0	0	259	0	0	0	1
assemblage-535-559	0	0	0	0	228	0	0	24	0	0	0	0	0	246	0	0	0	2
assemblage-183-166	0	0	0	0	186	0	0	0	0	0	0	140	0	164	0	10	0	0
assemblage-176-599	0	0	0	0	160	5	0	7	0	0	0	0	0	322	0	0	0	6
assemblage-924-289	0	0	0	0	188	0	0	0	0	0	0	0	0	296	0	15	0	1
assemblage-235-847	0	0	0	0	118	0	0	0	0	0	0	93	0	275	0	12	0	2
assemblage-298-582	0	0	0	0	343	0	0	0	0	0	0	0	0	155	0	0	0	2
assemblage-172-188	0	0	0	0	177	0	0	0	0	0	0	160	0	162	0	0	0	1
assemblage-299-556	0	0	0	0	186	0	0	0	0	0	0	0	0	300	0	13	0	1
assemblage-809-471	19	7	0	0	119	0	0	0	0	6	0	15	0	300	0	33	0	1
assemblage-183-592	0	0	0	0	126	0	0	20	8	0	0	0	0	337	0	0	0	9
assemblage-870-401	0	0	0	0	10	0	0	0	0	0	0	0	0	409	0	77	0	4
assemblage-299-553	0	0	0	0	353	0	0	0	0	0	0	0	0	144	0	0	0	3
assemblage-267-236	0	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	1
assemblage-690-252	0	0	0	0	321	0	0	21	0	0	0	0	0	156	0	0	0	2
assemblage-889-395	0	0	0	0	59	0	0	0	0	0	0	0	0	373	0	61	0	7
assemblage-619-459	0	0	0	0	174	0	0	0	0	0	0	141	0	172	0	10	0	3
assemblage-296-136	0	0	0	0	103	0	0	0	0	0	0	75	0	306	0	16	0	0
assemblage-609-214	0	0	0	0	164	12	0	14	0	0	0	0	0	308	0	0	0	2
assemblage-526-929	0	0	0	0	80	0	0	0	0	0	0	19	0	366	0	33	0	2
assemblage-950-251	0	0	0	0	10	0	0	0	0	0	0	10	0	451	0	26	0	3
assemblage-663-393	0	0	0	0	115	0	0	17	12	0	0	0	0	352	0	0	0	4
assemblage-1000-339	0	0	16	0	72	0	0	0	0	0	0	0	19	391	0	0	0	2
assemblage-154-592	0	0	0	0	106	0	0	13	7	0	0	0	0	372	0	0	0	2
assemblage-181-932	0	0	0	0	209	0	0	37	0	0	0	0	0	250	0	0	4	0
assemblage-343-236	0	0	0	0	193	0	0	0	0	0	0	0	0	306	0	0	0	1
assemblage-152-958	0	0	0	0	387	0	0	28	0	0	0	0	0	84	0	0	0	1
assemblage-503-944	0	0	0	0	56	0	0	0	0	0	0	12	0	378	0	50	0	4
assemblage-150-176	0	0	0	0	173	0	0	0	0	0	0	147	0	161	0	18	0	1
assemblage-537-763	0	0	0	0	38	0	0	0	0	13	0	5	0	414	0	29	0	1
assemblage-911-277	0	0	13	0	223	0	0	0	0	0	0	0	0	207	0	47	0	10
assemblage-500-534	0	0	0	0	76	0	0	0	0	0	0	14	0	326	0	78	0	6
assemblage-594-237	0	0	0	0	367	0	0	0	0	0	0	0	0	129	0	0	0	4
assemblage-790-466	0	0	0	0	10	0	0	0	0	0	0	0	0	408	0	76	0	6
assemblage-235-826	0	0	0	0	128	0	0	0	0	0	0	54	0	310	0	8	0	0
assemblage-585-209	0	0	0	0	169	10	0	23	0	0	0	0	0	292	0	0	0	6
assemblage-285-119	0	0	0	0	104	0	0	0	0	0	0	103	0	274	0	17	0	2
assemblage-936-250	0	0	0	0	10	0	0	0	0	0	0	0	0	409	0	74	0	7
assemblage-988-353	0	0	0	0	133	0	7	0	0	0	0	0	0	359	0	0	0	1
assemblage-692-481	0	0	0	0	110	0	0	11	4	0	0	0	0	373	0	0	0	2
assemblage-497-531	0	0	0	0	50	0	0	0	0	0	0	96	0	338	0	13	0	3
assemblage-604-675	0	0	0	0	33	0	0	0	0	12	0	11	0	426	0	15	0	3
assemblage-481-156	0	0	0	0	57	0	0	0	0	0	0	12	0	331	0	91	0	9
assemblage-465-144	0	0	0	0	49	0	0	0	0	17	0	14	0	344	0	74	0	2
assemblage-607-238	0	0	0	0	283	0	0	18	0	0	0	0	0	197	0	0	0	2
assemblage-508-917	0	0	0	0	64	0	0	0	0	18	0	60	0	248	0	109	0	1
assemblage-806-986	0	0	11	0	214	0	0	0	0	0	0	0	0	206	0	63	0	6
assemblage-666-410	0	0	0	0	294	0	0	10	0	0	0	0	0	191	0	0	0	5
assemblage-667-848	3	0	0	0	108	0	0	0	0	0	0	0	0	350	0	38	0	1
assemblage-763-893	0	0	0	0	26	0	0	0	0	0	0	98	0	337	0	39	0	0
assemblage-991-355	0	0	0	0	206	0	0	0	0	0	0	0	0	293	0	0	0	1
assemblage-711-905	0	0	0	0	241	0	0	0	0	0	0	0	0	254	0	0	0	5
assemblage-405-331	0	0	0	0	349	0	0	0	0	0	0	0	0	151	0	0	0	0
assemblage-267-347	0	0	18	0	84	0	0	0	0	0	0	0	15	382	0	0	0	1
assemblage-702-912	0	0	18	0	96	0	0	0	0	0	0	0	13	373	0	0	0	0
assemblage-520-527	0	0	0	0	26	0	0	0	0	12	0	6	0	427	0	27	0	2
assemblage-471-319	0	0	0	0	229	0	0	0	0	0	0	0	0	269	0	0	0	2
assemblage-302-569	0	0	0	0	214	0	0	0	0	0	0	0	0	286	0	0	0	0
assemblage-499-512	0	0	0	0	30	0	0	0	0	22	0	5	0	424	0	19	0	0
assemblage-230-157	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	151	0	0
assemblage-891-274	0	0	0	0	155	0	0	0	0	0	0	0	0	330	0	13	0	2
assemblage-371-808	0	0	0	0	304	0	0	31	0	0	0	0	0	165	0	0	0	0
assemblage-916-1002	0	0	0	0	103	0	0	0	0	0	0	54	0	326	0	17	0	0
assemblage-575-740	0	0	0	0	40	0	0	0	0	43	0	10	0	335	0	71	0	1
assemblage-799-965	0	0	0	0	199	0	0	0	0	0	0	0	0	283	0	13	0	5
assemblage-599-246	0	0	0	0	223	0	0	0	0	0	0	0	0	275	0	0	0	2
assemblage-398-355	0	0	0	0	72	0	0	0	0	0	6	0	0	420	0	0	0	2
assemblage-526-569	0	0	0	0	317	0	0	12	0	0	0	0	0	167	0	0	0	4
assemblage-509-534	0	0	0	0	41	0	0	0	0	15	0	6	0	419	0	19	0	0
assemblage-675-257	0	0	0	0	307	0	0	29	0	0	0	0	0	164	0	0	0	0
assemblage-612-218	0	0	0	0	173	10	0	22	0	0	0	0	0	291	0	0	0	4
assemblage-525-913	0	0	0	0	68	0	0	0	0	0	0	16	0	372	0	43	0	1
assemblage-164-933	0	0	0	0	347	0	0	15	0	0	0	0	0	138	0	0	0	0
assemblage-470-127	0	0	0	0	32	0	0	0	0	27	0	5	0	357	0	79	0	0
assemblage-257-856	0	0	0	0	111	0	0	0	0	0	0	72	0	267	0	43	0	7
assemblage-782-467	23	8	0	0	90	0	0	0	0	5	0	14	0	315	0	43	0	2
assemblage-540-938	0	0	0	0	93	0	0	0	0	0	0	107	0	290	0	9	0	1
assemblage-477-336	0	0	0	0	213	0	0	0	0	0	0	0	0	286	0	0	0	1
assemblage-370-281	0	0	0	0	90	0	0	0	0	0	0	159	0	212	0	39	0	0
assemblage-672-407	0	0	0	0	276	0	0	13	0	0	0	0	0	210	0	0	0	1
assemblage-928-1006	0	0	0	0	72	0	0	0	0	0	0	14	0	367	0	45	0	2
assemblage-250-872	0	0	0	0	114	0	0	0	0	0	0	105	0	272	0	8	0	1
assemblage-510-572	0	0	0	0	384	0	0	24	0	0	0	0	0	90	0	0	0	2
assemblage-673-388	0	0	0	0	312	0	0	6	0	0	0	0	0	181	0	0	0	1
assemblage-288-575	0	0	0	0	301	0	0	6	0	0	0	0	0	191	0	0	0	2
assemblage-356-329	0	0	0	0	277	0	0	12	0	0	0	0	0	211	0	0	0	0
assemblage-935-1004	0	0	0	0	57	0	0	0	0	0	0	25	0	366	0	51	0	1
assemblage-988-336	0	0	0	0	226	0	0	0	0	0	0	0	0	273	0	0	0	1
assemblage-344-220	0	0	16	0	237	0	0	0	0	0	0	0	0	246	0	0	0	1
assemblage-352-266	0	0	0	0	21	0	0	0	0	0	0	173	0	181	0	125	0	0
assemblage-261-343	0	0	0	0	149	0	0	0	0	0	0	0	0	347	0	0	0	4
assemblage-793-991	7	0	0	0	86	0	0	0	0	0	0	0	0	379	0	25	0	3
assemblage-689-249	0	0	0	0	335	0	0	14	0	0	0	0	0	147	0	0	0	4
assemblage-923-976	0	0	0	0	67	0	0	0	0	0	0	27	0	364	0	40	0	2
assemblage-178-167	0	0	0	0	34	0	0	0	0	0	0	174	0	178	0	113	0	1
assemblage-562-744	0	0	0	0	36	0	0	0	0	12	0	0	0	421	0	19	0	12
assemblage-263-346	0	0	0	0	181	0	0	0	0	0	0	0	0	313	0	0	0	6
assemblage-667-407	0	0	0	0	182	9	0	15	0	0	0	0	0	290	0	0	0	4
assemblage-471-161	0	0	0	0	46	0	0	0	0	0	0	92	0	341	0	18	0	3
assemblage-955-695	0	0	0	0	8	0	0	0	0	0	0	12	0	460	0	19	0	1
assemblage-562-770	0	0	0	0	43	0	0	0	0	21	0	19	0	342	0	73	0	2
assemblage-809-982	0	0	0	0	18	0	0	0	0	0	0	0	0	471	0	9	0	2
assemblage-594-250	0	0	0	0	82	0	0	0	0	0	0	0	0	415	0	0	0	3
assemblage-491-357	0	0	0	0	256	0	0	0	0	0	0	0	0	244	0	0	0	0
assemblage-491-516	0	0	0	0	47	0	0	0	0	8	0	9	0	412	0	24	0	0
assemblage-340-344	0	0	0	0	279	0	0	8	0	0	0	0	0	210	0	0	0	3
assemblage-921-684	0	0	0	0	64	0	0	0	0	0	0	0	0	376	0	56	0	4
assemblage-900-267	0	0	11	0	210	0	0	0	0	0	0	0	0	210	0	61	0	8
assemblage-709-471	0	0	0	0	277	0	0	87	0	0	0	0	0	134	0	0	0	2
assemblage-291-540	7	0	0	0	87	0	0	0	0	0	0	0	0	374	0	26	0	6
assemblage-532-565	0	0	0	0	327	0	0	10	0	0	0	0	0	158	0	0	0	5
assemblage-602-233	0	0	0	0	141	0	0	23	2	0	0	0	0	331	0	0	0	3
assemblage-868-416	0	0	0	0	51	0	0	0	0	0	0	0	0	383	0	62	0	4
assemblage-164-945	0	0	0	0	388	0	0	25	0	0	0	0	0	86	0	0	0	1
assemblage-609-673	0	0	0	0	46	0	0	0	0	0	0	101	0	330	0	19	0	4
assemblage-361-255	0	0	0	0	189	0	0	0	0	0	0	134	0	153	0	20	0	4
assemblage-194-177	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	128	0	0
assemblage-906-535	0	0	0	3	0	0	0	0	0	0	0	493	0	0	0	0	0	4
assemblage-915-529	0	0	0	0	0	0	0	0	0	0	0	493	0	0	0	0	0	7
assemblage-518-548	0	0	0	0	321	0	0	18	0	0	0	0	0	159	0	0	0	2
assemblage-699-475	0	0	0	0	303	0	0	10	0	0	0	0	0	186	0	0	0	1
assemblage-919-1011	0	0	0	0	98	0	0	0	0	0	0	106	0	287	0	8	0	1
assemblage-458-160	0	0	0	0	19	0	0	0	0	34	0	10	0	326	0	111	0	0
assemblage-247-871	0	0	0	0	80	0	0	0	0	12	0	61	0	238	0	109	0	0
assemblage-760-869	0	0	0	0	185	0	0	0	0	0	0	150	0	165	0	0	0	0
assemblage-253-215	0	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	1
assemblage-258-243	0	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	3
assemblage-229-848	0	0	0	0	119	0	0	0	0	0	0	61	0	311	0	9	0	0
assemblage-297-123	0	0	0	0	124	0	0	0	0	0	0	62	0	303	0	11	0	0
assemblage-262-855	0	0	0	0	74	0	0	0	0	8	0	74	0	244	0	100	0	0
assemblage-767-883	0	0	0	0	14	0	0	0	0	0	0	182	0	177	0	127	0	0
assemblage-790-480	0	0	0	0	50	0	0	0	0	0	0	0	0	374	0	61	0	15
assemblage-604-218	0	0	0	0	305	0	0	10	0	0	0	0	0	184	0	0	0	1
assemblage-356-798	0	0	0	0	214	0	0	39	0	0	0	0	0	245	0	0	0	2
assemblage-524-544	0	0	0	0	191	0	0	27	0	0	0	0	0	278	0	0	0	4
assemblage-713-902	0	0	0	0	149	0	0	0	0	0	0	0	0	344	0	0	0	7
assemblage-912-548	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	8
assemblage-414-339	0	0	0	0	194	0	0	0	0	0	0	0	0	306	0	0	0	0
assemblage-713-907	0	0	6	0	233	0	0	0	0	0	0	0	0	261	0	0	0	0
assemblage-499-537	0	0	0	0	35	0	0	0	0	25	0	18	0	339	0	82	0	1
assemblage-539-762	0	0	0	0	65	0	0	0	0	0	0	18	0	310	0	100	0	7
assemblage-599-228	0	0	0	0	80	0	0	0	0	0	11	0	0	407	0	0	0	2
assemblage-804-979	0	0	0	0	26	0	0	0	0	0	0	0	0	463	0	7	0	4
assemblage-784-478	0	0	0	0	4	0	0	0	0	4	0	0	0	416	0	76	0	0
assemblage-353-252	0	0	0	0	176	0	0	0	0	0	0	146	0	166	0	9	0	3
assemblage-608-642	0	0	0	0	34	0	0	0	0	13	0	32	0	368	0	51	0	2
assemblage-458-145	0	0	0	0	49	0	0	0	0	0	0	113	0	316	0	18	0	4
assemblage-204-172	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	158	0	0
assemblage-692-253	0	0	0	0	200	0	0	23	0	0	0	0	0	275	0	0	0	2
assemblage-151-166	0	0	0	0	151	0	0	0	0	0	0	180	0	167	0	0	0	2
assemblage-768-861	0	0	0	0	155	0	0	0	0	0	0	137	0	198	5	0	0	5
assemblage-793-461	0	0	0	0	60	0	0	0	0	0	0	0	0	358	0	77	0	5
assemblage-936-696	5	0	0	0	46	0	0	0	0	0	0	9	0	378	0	50	0	12
assemblage-298-562	0	0	0	0	200	0	0	0	0	0	0	0	0	300	0	0	0	0
assemblage-256-346	0	0	10	0	89	0	0	0	0	0	0	0	16	384	0	0	0	1
assemblage-525-934	0	0	0	0	95	0	0	0	0	0	0	69	0	320	0	16	0	0
assemblage-325-227	0	0	0	0	154	0	0	0	0	0	0	0	0	337	0	0	0	9
assemblage-352-801	0	0	0	0	301	0	0	22	0	0	0	0	0	177	0	0	0	0
assemblage-254-348	0	0	12	0	80	0	0	0	0	0	0	0	17	391	0	0	0	0
assemblage-391-369	0	0	0	0	53	0	0	0	0	0	0	0	0	443	0	0	0	4
assemblage-873-390	0	0	0	0	58	0	0	0	0	0	0	0	0	366	0	65	0	11
assemblage-664-252	0	0	0	0	215	0	0	22	0	0	0	0	0	259	0	0	0	4
assemblage-351-254	0	0	0	0	13	0	0	0	0	0	0	126	0	312	0	49	0	0
assemblage-638-844	0	0	0	0	19	0	0	0	0	0	0	0	0	468	0	8	0	5
