Assemblage_Name	3573848-3-2	4396436-3-3401820	4-0-892269	7429622-2-9907803	1-4130068-1584425	4396436-3-8119466	7429622-3987981-4	4810541-7988434-2928704	7429622-2-9473622	4810541-7988434-0	4396436-3-9062055	1-4130068-2	3828229-2-9907803	1-3-577374	0-7988434-0	3282695-9613117-7314947	1-3-4436039	4396436-3-3	4-2784060-0	686001-3-3	7429622-5337405-9907803	2846167-4130068-2	4-0-0	4396436-5598585-3	7429622-9269281-9907803	8165717-3-2	4-2146797-0	4396436-8110273-3401820	1738936-4-4	4396436-9266315-3401820	4659605-3-3401820	2-1-2180474	835787-3-3	2751895-2-4	1-3-9197026	7429622-1803834-9907803	3573848-219884-2	1-3-2	18497-2-9907803	3027991-2-9907803	9101530-4-4	4396436-3-1807025	4396436-1994040-3401820	4396436-3-373382	7429622-9613117-9907803	7429622-9613117-7314947	1-3-8876407	7429622-2-4	4396436-3049123-3	1-4358593-9470511	4659605-3-2992180	1-2-4	4396436-4775088-3401820	4803636-0-0	4396436-927848-3401820	1-2340016-2	1-4358593-703331	8657815-4-4	4396436-6141557-3	4396436-779383-3	4396436-3-908242	4396436-3-2352411	4396436-3-8849965	1-5173068-2	4396436-3-4685328	1-2365966-2	2449968-3-3401820	4396436-3897559-3401820
assemblage-351-254	54	15	0	0	0	0	0	0	0	44	0	0	0	0	26	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	45	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-638-844	0	174	0	21	0	0	0	0	0	0	0	16	0	0	0	0	0	32	0	0	0	0	161	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-406-358	0	91	0	34	0	0	0	0	0	0	0	9	0	0	0	0	0	37	0	0	0	0	118	0	0	0	0	0	0	5	101	0	0	0	0	0	0	0	0	9	0	0	0	0	0	14	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-478-349	50	66	0	0	0	0	0	0	0	0	0	0	0	0	20	0	10	68	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	248	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-294-127	23	33	21	34	0	0	0	0	0	0	6	0	0	0	0	0	0	15	14	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	6	0	0	0	0	0	0	0	5	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-894-551	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	152	0	127	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-185-590	0	70	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	56	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-708-462	0	50	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	59	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-371-811	0	121	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	49	0	0	0	0	135	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	15	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-960-692	0	107	0	130	0	0	0	0	0	0	0	86	0	0	0	0	0	69	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	20	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
