Assemblage_Name	0-3-6919629	0-0-8410293	3-3-0	2-1-1242045	0-5007795-2	4-1-0	4-3335436-0	1-3-1702144	4-1-4235434	1-3-8641243	657263-3-1	0-3-2	4-9360655-0	0-238895-2	4-503996-0	4-824246-0	0-3-3630941	4-1540791-0	0-5241989-2	4-0-0	4-2489772-0	0-0-8410874	0-0-3	3522532-3-2	90627-1-7835004	5562640-1-0	1-3-7931772	1-3-1	9567912-3-4	0-7291174-2	1-8652687-1	3-0-0	0-3892850-3	4-7495274-0	1-6736386-1	0-3-8031668	4-2-2	3-0-2607942	0-3-4	0-3-2897862	1-8444986-1	3-0-7826560	2-1-3	0-6228842-3	0-3-4028395	6627746-3-1	0-3-9323035	4-1-5151706
assemblage-464-417	0	0	0	0	0	127	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	3	0	23	0	0	0	0	12
assemblage-341-494	0	0	0	0	0	113	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	17	0	36	0	0	0	0	18
assemblage-498-583	0	0	0	0	0	98	0	0	0	0	0	154	0	0	6	0	6	0	0	0	0	0	15	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	26	0	8
assemblage-407-621	0	0	0	0	0	84	0	0	0	0	0	164	0	0	0	0	4	0	0	0	0	0	43	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	19	0	10
assemblage-445-476	0	0	0	0	0	101	0	0	0	0	0	191	0	0	3	0	0	0	0	0	0	0	12	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	45	0	22
assemblage-227-549	0	0	0	0	0	187	0	0	0	0	0	126	0	0	16	0	0	0	0	0	0	0	36	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	23	0	17
assemblage-606-491	0	0	0	0	0	169	0	0	0	0	0	155	0	0	7	0	12	0	0	0	0	0	32	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	16	0	9
assemblage-598-648	0	0	0	0	0	174	0	0	0	0	0	139	0	0	6	0	6	0	0	0	0	0	51	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	18	0	7
assemblage-425-523	0	0	0	0	0	166	0	0	0	0	0	150	0	0	13	0	0	0	0	0	0	0	44	0	0	6	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	19	0	6
assemblage-349-494	0	0	0	0	0	194	0	0	0	0	0	119	0	0	7	0	0	0	0	0	0	0	51	0	0	14	0	47	0	0	0	0	0	0	0	11	0	0	0	0	0	0	25	0	0	26	0	6
assemblage-348-555	0	0	0	0	0	172	0	0	0	0	0	148	0	0	11	0	0	0	0	0	0	0	55	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	11	0	8
assemblage-623-440	0	0	0	7	0	132	0	0	0	0	0	142	9	0	14	0	0	0	0	0	0	0	54	0	8	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	2
assemblage-372-614	0	0	0	0	0	160	0	0	0	0	0	139	0	0	15	0	0	0	0	0	0	0	45	0	8	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	5
assemblage-230-538	0	0	0	0	0	216	0	0	0	0	0	96	0	0	15	0	0	0	0	0	0	0	61	0	8	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	5
assemblage-415-593	0	0	0	0	0	137	0	0	33	0	0	117	0	0	32	0	0	0	0	0	0	0	68	0	31	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	4
assemblage-521-552	0	0	0	0	0	133	0	0	22	0	0	116	0	0	47	0	0	0	0	0	0	0	99	0	26	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	2
assemblage-707-574	0	0	0	0	0	135	0	0	47	0	0	105	0	0	41	0	0	0	0	0	0	0	87	0	35	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	2
assemblage-580-655	0	0	0	0	0	150	0	0	54	0	0	91	0	0	43	0	0	0	0	0	0	0	93	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	11
assemblage-500-400	0	0	0	0	0	141	0	0	56	0	0	89	0	0	48	0	0	0	0	0	0	0	82	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	18
assemblage-368-468	0	0	0	0	0	135	0	0	78	0	0	84	0	0	43	0	0	0	0	0	0	0	85	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	6
