Assemblage_Name	7706268-0-4	1-1-3	1-6140522-3	0-3-6966323	1-1-3787874	3-3-1	3-3-3	0-0-7503774	3191294-0-4	1-5472214-3	0-0-497772	0-5876534-4	0-0-4	7299337-0-4	1675642-3-2	4-2-1	0-3-2	1-1-3616095	0-0-7151791	7640902-3-2	0-0-8333244	0-0-9558395	2797566-0-4	0-0-853680	8093597-5570671-1	0-6069812-2
assemblage-689-282	0	202	0	40	0	7	0	0	0	0	0	0	63	0	0	0	137	0	0	49	0	0	0	0	0	2
assemblage-328-698	0	0	86	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-253-726	0	167	0	56	0	7	47	0	0	0	0	0	62	0	0	0	111	0	0	42	0	0	0	0	0	8
assemblage-340-683	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-730-622	0	159	0	13	0	0	13	0	0	0	0	0	298	0	0	0	14	0	0	0	0	0	0	0	0	3
assemblage-599-945	0	230	0	12	58	14	67	0	0	0	0	0	62	0	0	0	36	0	0	8	0	0	0	0	12	1
assemblage-465-737	0	0	35	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-604-525	0	265	0	0	0	80	0	0	0	0	0	0	104	0	0	0	15	0	0	22	0	0	0	0	11	3
assemblage-604-735	0	234	0	0	0	32	89	0	0	0	0	0	85	0	0	0	58	0	0	0	0	0	0	0	0	2
assemblage-234-166	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-351-499	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-224-673	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-669-934	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-455-398	0	172	0	7	0	0	5	0	0	0	0	0	301	0	0	0	15	0	0	0	0	0	0	0	0	0
assemblage-473-651	0	248	0	0	0	0	142	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	15	10
assemblage-612-775	0	0	0	0	0	0	0	0	0	0	0	0	491	0	0	0	0	0	0	0	0	8	0	0	0	1
assemblage-268-734	0	153	0	68	0	0	32	0	0	0	0	0	65	0	0	0	126	0	0	42	0	0	0	0	0	14
assemblage-336-700	0	0	20	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-238-351	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-470-744	0	0	15	0	0	0	0	0	0	0	0	0	481	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-331-183	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-696-280	0	247	0	35	0	9	0	0	0	0	0	0	71	0	0	0	115	0	0	23	0	0	0	0	0	0
assemblage-757-478	0	250	0	18	0	17	12	0	0	0	0	0	101	0	0	0	101	0	0	0	0	0	0	0	0	1
assemblage-617-283	0	0	27	0	0	0	0	9	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-361-733	0	233	0	34	0	13	0	0	0	0	0	0	47	0	0	0	143	0	0	28	0	0	0	0	0	2
assemblage-925-970	0	176	0	9	0	31	50	0	0	0	0	18	202	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-849-911	0	197	0	0	0	0	97	0	0	0	0	0	196	0	0	0	7	0	0	0	0	0	0	0	0	3
assemblage-341-187	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-227-460	0	0	44	0	0	0	0	7	0	0	0	0	449	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-885-866	0	0	16	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-343-696	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-581-731	0	227	0	0	0	27	82	0	0	0	0	0	91	0	0	0	64	0	0	0	0	0	0	0	0	9
assemblage-897-857	0	0	8	0	0	0	0	0	0	0	0	0	487	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-474-671	0	234	0	0	0	0	147	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	10	11
assemblage-262-640	0	0	0	0	0	0	0	0	0	0	0	0	488	0	0	0	0	0	0	0	0	4	0	0	0	8
assemblage-942-369	0	0	39	0	0	0	0	6	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-239-945	0	76	0	0	0	0	25	0	0	0	0	0	398	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-831-655	0	168	0	0	0	56	11	0	0	0	0	0	106	0	0	0	138	0	0	16	0	0	0	0	0	5
assemblage-894-875	0	0	93	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0	5	0	0	0	0	0	0	1
assemblage-364-249	0	30	0	0	0	0	30	0	0	0	0	0	438	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-509-129	0	0	77	0	0	0	0	0	0	0	0	0	418	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-233-168	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	0	0	5	0	0	0	0	3
assemblage-575-462	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-247-170	0	0	0	0	0	0	0	0	0	0	0	0	490	0	0	0	0	0	0	0	6	0	0	0	0	4
assemblage-915-994	0	240	0	22	0	0	97	0	0	0	0	0	104	0	0	0	35	0	0	0	0	0	0	0	0	2
assemblage-903-862	0	0	15	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-243-323	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-218-797	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-599-513	0	234	0	0	0	63	13	0	0	0	0	0	66	0	0	0	104	0	0	11	0	0	0	0	0	9
assemblage-361-291	0	71	0	0	0	0	22	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-722-982	0	210	0	0	0	35	104	0	0	0	0	0	88	0	0	0	60	0	0	0	0	0	0	0	0	3
assemblage-412-850	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-596-281	0	4	39	0	0	0	0	0	0	0	0	0	445	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-731-474	0	221	0	0	0	25	93	0	0	0	0	0	98	0	0	0	57	0	0	0	0	0	0	0	0	6
assemblage-601-501	0	206	0	0	0	88	12	0	0	0	0	0	74	0	0	0	96	0	0	11	0	0	0	0	0	13
assemblage-421-842	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-249-737	0	165	0	60	0	0	48	0	0	0	0	0	48	0	7	0	109	0	0	59	0	0	0	0	0	4
assemblage-810-118	0	222	0	0	0	0	62	0	0	0	0	0	200	0	0	0	12	0	0	0	0	0	0	0	0	4
assemblage-676-292	0	229	0	0	0	83	15	0	0	0	0	0	71	0	0	0	82	0	0	8	0	0	0	0	0	12
assemblage-367-320	0	0	0	0	0	0	0	0	0	0	0	0	486	0	0	0	0	0	0	0	12	0	0	0	0	2
assemblage-362-487	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-347-470	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-223-654	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-734-991	0	218	0	0	0	33	80	0	0	0	0	0	102	0	0	0	66	0	0	0	0	0	0	0	0	1
assemblage-340-180	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-251-956	0	126	0	0	0	0	35	0	0	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-632-931	0	201	0	0	0	86	19	0	0	0	0	0	90	0	0	0	87	0	0	9	0	0	0	0	0	8
assemblage-757-602	0	139	0	0	0	0	27	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-610-770	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-239-733	0	173	0	68	0	0	42	0	0	0	0	0	50	0	0	0	98	0	0	59	0	0	0	0	0	10
assemblage-226-489	0	14	28	0	0	0	5	0	7	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-618-925	0	216	0	7	48	10	75	0	0	0	0	0	75	0	0	0	52	0	0	0	0	0	0	0	13	4
assemblage-103-910	0	268	0	28	0	55	0	0	0	0	0	0	115	0	0	0	0	15	0	0	0	0	0	0	10	9
assemblage-365-492	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-516-766	0	28	0	0	0	0	12	0	0	0	0	0	458	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-606-504	0	212	0	19	50	15	67	0	0	0	0	0	71	0	0	0	46	0	0	1	0	0	0	0	16	3
assemblage-943-355	0	0	46	0	0	0	0	5	0	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-110-907	0	257	0	14	0	64	0	0	0	0	0	0	122	0	0	0	0	14	0	0	0	0	0	0	16	13
assemblage-612-728	0	274	0	28	0	6	9	0	0	0	0	0	85	0	0	0	94	0	0	0	0	0	0	0	0	4
assemblage-222-939	0	123	0	0	0	0	33	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-223-771	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-230-174	0	0	0	0	0	0	0	0	0	0	0	0	491	0	0	0	0	0	0	0	6	0	0	0	0	3
assemblage-825-627	0	179	0	0	0	42	11	0	0	0	0	0	119	0	0	0	138	0	0	8	0	0	0	0	0	3
assemblage-815-115	0	201	0	0	0	0	105	0	0	0	0	0	180	0	0	0	12	0	0	0	0	0	0	0	0	2
assemblage-866-914	0	230	0	0	0	0	56	0	0	0	0	0	190	0	0	0	20	0	0	0	0	0	0	0	0	4
assemblage-943-359	0	14	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	17	0	0	2
assemblage-731-490	0	245	0	46	0	0	95	0	0	0	0	0	85	0	0	0	24	0	0	0	0	0	0	0	0	5
assemblage-218-462	0	8	0	0	0	0	0	0	0	0	0	0	481	0	0	0	0	0	0	0	0	0	8	0	0	3
assemblage-236-458	0	18	57	0	0	0	0	0	0	0	0	0	421	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-358-487	0	0	5	0	0	0	0	0	0	0	0	0	495	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-370-248	0	140	19	0	0	0	14	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-212-161	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-359-472	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-352-687	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-896-872	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-818-651	0	176	0	0	0	46	8	0	0	0	0	0	101	0	0	0	163	0	0	4	0	0	0	0	0	2
assemblage-817-130	0	189	0	0	0	0	100	0	0	0	0	0	205	0	0	0	5	0	0	0	0	0	0	0	0	1
assemblage-228-644	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-262-660	0	0	0	0	0	0	0	0	0	0	0	0	491	0	0	0	0	0	0	0	0	5	0	0	0	4
assemblage-261-342	0	0	0	0	0	0	0	0	0	0	0	0	495	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-224-659	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-909-972	0	165	0	15	0	35	42	0	0	10	0	37	189	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-665-923	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-752-603	0	27	0	0	0	0	22	0	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-262-104	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-858-890	0	133	0	0	0	0	67	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-583-465	0	0	0	0	0	0	0	0	0	0	0	0	464	33	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-258-727	0	178	0	76	0	0	40	0	0	0	0	0	47	0	3	0	102	0	0	47	0	0	0	0	0	7
assemblage-680-942	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-594-508	0	271	0	0	0	76	0	0	0	0	0	0	100	0	0	0	23	0	0	20	0	0	0	0	2	8
assemblage-608-915	0	221	0	42	0	15	0	0	0	0	0	0	63	0	0	0	120	0	0	36	0	0	0	0	0	3
assemblage-339-716	0	219	0	8	52	17	69	0	0	0	0	0	75	0	0	0	39	0	0	11	0	0	0	0	9	1
assemblage-111-900	0	261	0	22	0	67	0	0	0	0	0	0	107	0	0	0	0	11	0	0	0	0	0	0	15	17
assemblage-608-767	0	0	0	0	0	0	0	0	0	0	0	0	488	0	0	0	0	0	0	0	0	7	0	0	0	5
assemblage-211-786	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-247-716	0	143	0	77	0	9	37	0	0	0	0	0	61	0	0	0	124	0	0	41	0	0	0	0	0	8
assemblage-353-255	0	80	0	0	0	0	19	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-621-771	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0	0	0	6	0	0	0	5
assemblage-814-115	0	212	0	0	0	0	97	0	0	0	0	0	186	0	0	0	5	0	0	0	0	0	0	0	0	0
assemblage-613-289	0	0	37	0	0	0	0	5	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-94-905	0	282	0	24	0	50	0	0	0	0	0	0	112	0	0	0	0	11	0	0	0	0	0	0	16	5
assemblage-578-483	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-604-772	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-370-702	0	300	0	0	0	65	0	0	0	0	0	0	94	0	0	0	18	0	0	13	0	0	0	0	6	4
assemblage-608-762	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-826-115	0	207	0	0	0	0	102	0	0	0	0	0	182	0	0	0	9	0	0	0	0	0	0	0	0	0
assemblage-734-616	0	125	12	0	0	0	10	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-914-974	0	230	0	26	0	12	8	0	0	0	0	0	112	0	0	0	102	0	0	0	0	0	0	0	0	10
assemblage-248-353	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-492-657	0	244	0	0	0	0	127	0	0	0	0	0	102	0	0	0	10	0	0	0	0	0	0	0	11	6
assemblage-818-645	0	162	0	0	0	61	9	0	0	0	0	0	112	0	0	0	143	0	0	6	0	0	0	0	0	7
assemblage-262-106	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-891-868	0	0	26	0	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-502-119	0	0	79	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-939-363	0	21	63	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-620-507	0	226	0	12	53	12	55	0	0	0	0	0	62	0	0	0	47	0	0	11	0	0	0	0	21	1
assemblage-845-912	0	184	0	0	0	0	117	0	0	0	0	0	182	0	0	0	14	0	0	0	0	0	0	0	0	3
assemblage-249-343	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-113-897	0	245	0	15	0	84	0	0	0	0	0	0	120	0	0	0	0	9	0	0	0	0	0	0	18	9
assemblage-725-980	0	203	0	0	0	26	109	0	0	0	0	0	99	0	0	0	59	0	0	0	0	0	0	0	0	4
assemblage-486-668	0	256	0	0	0	0	138	0	0	0	0	0	75	0	0	0	8	0	0	0	0	0	0	0	20	3
assemblage-393-317	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-868-903	0	185	0	0	0	0	65	0	0	0	0	0	228	0	0	0	20	0	0	0	0	0	0	0	0	2
assemblage-482-665	0	240	0	0	0	0	151	0	0	0	0	0	83	0	0	0	10	0	0	0	0	0	0	0	12	4
assemblage-685-298	0	236	0	29	0	13	0	0	0	0	0	0	62	0	0	0	130	0	0	29	0	0	0	0	0	1
assemblage-602-930	0	240	0	0	0	61	24	0	0	0	0	0	71	0	0	0	83	0	0	17	0	0	0	0	0	4
assemblage-243-471	0	13	27	0	0	0	5	0	6	0	0	0	443	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-746-471	0	245	0	26	0	11	17	0	0	0	0	0	108	0	0	0	88	0	0	0	0	0	0	0	0	5
assemblage-104-339	0	18	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	13	0	0	2
assemblage-748-479	0	176	0	16	0	43	40	0	0	0	0	28	183	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-726-586	0	131	0	0	0	0	24	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-523-751	0	78	0	0	0	0	13	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-901-855	0	0	13	0	0	0	0	0	0	0	10	0	476	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-247-99	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-828-627	0	145	0	0	0	57	8	0	0	0	0	0	128	0	0	0	150	0	0	7	0	0	0	0	0	5
assemblage-613-755	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-227-792	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-497-751	0	95	0	0	0	0	25	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-618-292	0	8	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	16	0	0	3
assemblage-344-184	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-461-403	0	191	0	0	0	0	71	0	0	0	0	0	214	0	0	0	22	0	0	0	0	0	0	0	0	2
assemblage-928-974	0	164	0	12	0	30	31	0	0	12	0	35	214	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-114-348	0	30	52	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-689-310	0	238	0	19	55	9	56	0	0	0	0	0	67	0	0	0	38	0	0	6	0	0	0	0	12	0
assemblage-937-366	0	13	22	0	0	0	6	0	1	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-597-286	0	11	0	0	0	0	0	0	0	0	0	0	475	0	0	0	0	0	0	0	0	0	9	0	0	5
assemblage-358-189	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-503-748	0	140	15	0	0	0	11	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-685-929	0	0	0	0	0	0	0	0	0	0	0	0	486	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-365-269	0	21	0	0	0	0	13	0	0	0	0	0	463	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-357-276	0	132	0	0	0	0	34	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-385-320	0	0	0	0	0	0	0	0	0	0	0	0	460	38	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-237-956	0	135	0	0	0	0	33	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-373-247	0	77	0	0	0	0	21	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-732-983	0	256	0	35	0	0	92	0	0	0	0	0	84	0	0	0	31	0	0	0	0	0	0	0	0	2
assemblage-933-359	0	16	25	0	0	0	3	0	14	0	0	0	434	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-110-333	0	14	22	0	0	0	11	0	0	0	0	0	443	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-101-914	0	294	0	19	0	46	0	0	0	0	0	0	100	0	0	0	0	25	0	0	0	0	0	0	9	7
assemblage-936-352	0	12	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	0	0	0	0	0	9	0	0	1
assemblage-463-409	0	155	0	0	0	0	63	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-472-737	0	0	101	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-474-731	0	0	89	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-226-782	0	0	0	0	0	0	0	0	0	0	0	0	494	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-104-904	0	253	0	23	0	68	0	0	0	0	0	0	112	0	0	0	0	16	0	0	0	0	0	0	20	8
assemblage-605-286	0	22	58	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-607-773	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-327-693	0	0	12	0	0	0	0	0	0	0	0	0	479	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-721-988	0	233	0	28	0	8	8	0	0	0	0	0	119	0	0	0	99	0	0	0	0	0	0	0	0	5
assemblage-243-933	0	35	0	0	0	0	20	0	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-515-132	0	0	18	0	0	0	0	0	0	0	6	0	474	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-344-482	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-450-743	0	0	38	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-236-475	0	21	71	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-217-641	0	0	0	0	0	0	0	0	0	0	0	0	495	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-564-470	0	0	0	0	0	0	0	0	0	0	0	0	460	31	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-236-112	0	0	0	0	0	0	0	0	0	0	0	0	463	33	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-608-503	0	224	0	14	17	39	25	0	0	0	0	0	78	0	0	0	69	0	0	23	0	0	0	0	7	4
assemblage-350-481	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-377-697	0	222	0	38	0	10	0	0	0	0	0	0	63	0	0	0	129	0	0	34	0	0	0	0	0	4
assemblage-566-457	3	0	0	0	0	0	0	0	0	0	0	0	465	32	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-755-641	0	147	0	0	0	0	68	0	0	0	0	0	270	0	0	0	13	0	0	0	0	0	0	0	0	2
assemblage-488-754	0	25	0	0	0	0	23	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-435-396	0	190	0	0	0	0	98	0	0	0	0	0	196	0	0	0	15	0	0	0	0	0	0	0	0	1
assemblage-734-635	0	217	0	0	0	0	65	0	0	0	0	0	195	0	0	0	12	0	0	0	0	0	0	0	0	11
assemblage-336-184	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-403-849	0	0	0	0	0	0	0	0	0	0	0	0	493	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-903-987	0	147	0	6	0	33	35	0	0	4	0	55	216	0	0	0	0	0	0	0	0	0	0	0	0	4
