Assemblage_Name	2-4-3741710	2331573-4138593-3741538	2-2184407-1268549	4-8888448-4	4-4812976-4	3918332-3-3	4-9327933-4	4-4026524-4	2-1397006-4	4-1285845-7527192	2-1-0	2331573-4-3592904	4-2-5540040	4-8155792-6302218	2-875264-2220012	3918332-3-470922	3918332-3-500496	822050-2-4	4-1286987-4	2331573-4-89733	4-2-4684153	4-2-8558025	3918332-3-3955983	3508846-2-4	4-8423691-7527192	4-2-5823868	4-3935124-4	4-2-5220901	4-2-910709	242701-2-4	1085005-2-4	4-2064932-4	4-2-6302218	7277571-2-4	4-2-6070301	4-2-9340389	2331573-4-597183	4-2-2284764	4841987-2-4	2331573-4-4874235	8274372-2-6302218	3918332-5962523-3	2331573-4-3741538	2331573-4-0	6327887-4026524-4	4-2-4	2-2184407-4	3-4-0	4-4902341-7527192	3175419-2-6302218	4-9418659-9380561	2-3430598-1824346	4-248893-4	876508-2-4	3784174-4026524-4	3918332-3439527-3	4-2056748-4	5667786-2-4	256382-3-3	4-8721814-4	4-4385805-4	4-1285845-4	2-4-4	6841100-2-4	4-2-9380561	3918332-3-5608126	5165179-2-4	4-248893-6524815	4-4392983-4	2-4-1824346	2371456-2-4
assemblage-238-351	0	22	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-470-744	0	0	0	0	0	22	0	5	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	15
assemblage-331-183	20	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	15	0	0	0	0	0	0	22	0	0	95	0	0	0	0	5	0	0	18
assemblage-696-280	0	0	0	0	0	40	0	34	0	5	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	7
assemblage-757-478	0	0	0	0	25	81	0	171	0	14	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	10	23	0	0	0	69	0	0	0	0	0	0	0	5
assemblage-617-283	0	0	0	0	0	71	0	22	0	8	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	3	0	0	0	0	0	0	15
assemblage-361-733	0	0	0	0	0	36	0	24	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	21
assemblage-925-970	0	0	0	0	0	19	0	125	0	34	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	89	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	14
assemblage-849-911	0	0	0	0	0	207	0	37	0	0	0	0	0	0	11	8	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	41	0	0	0	0	0	22	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	9
assemblage-341-187	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	34	0	0	0	0	0	0	0	22
assemblage-227-460	0	0	0	0	0	79	0	21	0	6	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	21
assemblage-885-866	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	13
assemblage-343-696	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	29	0	0	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
assemblage-581-731	0	0	0	0	0	70	0	32	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	215	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	92	0	0	0	0	0	0	0	5
assemblage-897-857	0	0	0	0	0	23	0	7	0	0	0	0	0	0	0	0	0	10	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	6
assemblage-474-671	0	0	0	9	0	61	0	76	0	43	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	8
assemblage-262-640	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	48	0	0	0	0	0	0	0	21
assemblage-942-369	0	0	0	0	0	91	0	12	0	8	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	9	0	0	0	0	0	0	19
assemblage-239-945	0	0	0	0	0	60	0	46	0	0	0	5	0	0	0	0	0	0	0	13	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	197	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	9
assemblage-831-655	0	0	0	0	0	218	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	9	34
assemblage-894-875	0	0	0	0	0	2	0	2	0	0	0	0	25	0	0	0	0	6	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	233	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	22
assemblage-364-249	0	0	0	0	0	18	0	57	7	6	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	177	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	11
assemblage-509-129	0	0	0	0	0	4	0	0	0	0	0	0	15	0	0	0	0	7	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	226	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	32
assemblage-233-168	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	111	0	0	0	0	0	0	0	12	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	17	0	0	0	0	0	0	0	5
assemblage-575-462	0	0	0	0	0	11	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	39	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	15	0	0	0	0	0	0	0	30
assemblage-247-170	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	95	0	0	0	0	0	0	0	12	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	13	0	0	0	0	0	0	0	4
assemblage-915-994	0	0	0	0	0	0	0	126	0	29	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	189	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	8
assemblage-903-862	0	0	0	0	0	19	0	9	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	10
assemblage-243-323	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	10
assemblage-218-797	16	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	13	0	0	0	0	0	0	16	0	0	119	0	0	0	0	0	0	0	18
assemblage-599-513	0	0	0	0	0	55	0	85	0	11	11	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	23
assemblage-361-291	0	0	0	0	0	61	0	46	0	0	0	5	0	0	0	0	0	0	0	20	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	187	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	8
assemblage-722-982	0	0	0	0	0	57	0	34	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	237	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	79	0	0	0	0	0	0	0	4
assemblage-412-850	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	15	0	0	0	0	0	0	33	0	0	49	0	0	0	0	0	17	0	12
assemblage-596-281	0	0	0	0	0	19	0	31	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	280	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	12	7	0	0	0	0	20
assemblage-731-474	0	0	0	0	0	78	0	28	0	52	0	0	0	0	8	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	207	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	76	0	0	0	0	0	0	0	9
assemblage-601-501	0	0	0	0	0	58	0	96	0	6	10	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	20	0	0	0	0	0	0	0	0	0	0	7	0	0	0	79	0	0	0	0	0	0	0	17
assemblage-421-842	0	22	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8
assemblage-249-737	0	0	0	0	0	5	3	21	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-810-118	0	0	0	0	32	69	0	64	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	174	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	9
assemblage-676-292	0	0	0	0	0	43	0	96	0	5	9	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	27	0	0	0	0	0	0	0	0	0	0	9	0	0	0	85	0	0	0	0	0	0	0	9
assemblage-367-320	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	83	0	0	0	0	0	0	0	16	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	10	0	0	0	0	0	0	0	11
assemblage-362-487	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	9	0	0	0	0	0	0	28	0	0	37	0	0	0	0	0	22	0	10
assemblage-347-470	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	12
assemblage-223-654	27	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	14	0	0	0	0	0	0	29	0	0	86	0	0	0	0	0	0	0	11
assemblage-734-991	0	0	0	0	0	57	0	27	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	228	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	89	0	0	0	0	0	0	0	15
assemblage-340-180	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	29	0	0	0	0	0	0	0	21
assemblage-251-956	0	0	0	0	0	125	0	23	0	66	0	0	0	0	0	0	8	0	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	12	0	132	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	24	0	0	0	0	9
assemblage-632-931	0	0	0	0	0	46	0	90	0	5	9	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	32	0	0	0	0	0	0	0	0	0	0	2	0	0	0	93	0	0	0	0	0	0	0	9
assemblage-757-602	0	0	0	0	0	110	0	8	0	67	0	0	0	0	0	0	5	0	0	0	0	9	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	17	0	121	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	33	0	0	0	0	15
assemblage-610-770	14	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	21	0	0	0	0	0	0	21	0	0	115	0	0	0	0	0	0	0	15
